tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized
"Así está la escuela Ciudad Piar en San Félix.  Los estudiantes no han ido a clases. Esta semana, del PAE, solo les llegó leche y azúcar.  No hay baño, ni agua ni electricidad,  pero maleza es lo que abunda. #Guayana #Bolívar   https://t.co/blA6wucEUH","['así', 'escuela', 'ciudad', 'piar', 'san', 'félix', 'estudiantes', 'ido', 'clases', 'semana', 'pae', 'solo', 'llegó', 'leche', 'azúcar', 'baño', 'agua', 'electricidad', 'maleza', 'abunda', 'guayana', 'bolívar']","This is the Ciudad Piar school in San Félix. The students have not been to class. This week, from the PAE, they only received milk and sugar. There is no bathroom, no water or electricity, but weeds are what abound. #Guayana # Bolívar https://t.co/blA6wucEUH","['ciudad', 'piar', 'school', 'san', 'félix', 'students', 'class', 'week', 'pae', 'received', 'milk', 'sugar', 'bathroom', 'water', 'electricity', 'weeds', 'abound', 'guayana', 'bolívar']"
"@oliviadelv @ClapOficial El sello que les colocaron aparte dice que vencen en 2021. Por el color y cómo queda la mezcla, porque casi nunca se diluyen bien, eso es de todo menos leche.","['oliviadelv', 'clapoficial', 'sello', 'colocaron', 'aparte', 'dice', 'vencen', 'color', 'cómo', 'queda', 'mezcla', 'casi', 'nunca', 'diluyen', 'bien', 'menos', 'leche']","@oliviadelv @ClapOficial The stamp that was set aside says that they expire in 2021. Because of the color and how the mixture is, because they are almost never diluted well, that's everything except milk.","['oliviadelv', 'clapoficial', 'stamp', 'set', 'aside', 'says', 'expire', 'color', 'mixture', 'almost', 'never', 'diluted', 'well', 'everything', 'except', 'milk']"
@oliviadelv @ClapOficial  https://t.co/GvfXszlj9Z,"['oliviadelv', 'clapoficial']",@oliviadelv @ClapOficial https://t.co/GvfXszlj9Z,"['oliviadelv', 'clapoficial']"
@oliviadelv @ClapOficial Acabo de revisar dos paquetes de nombres distintos y tampoco lo tienen,"['oliviadelv', 'clapoficial', 'acabo', 'revisar', 'dos', 'paquetes', 'nombres', 'distintos', 'tampoco']",@oliviadelv @ClapOficial I just checked two packages with different names and they don't have it either,"['oliviadelv', 'clapoficial', 'checked', 'two', 'packages', 'different', 'names', 'either']"
@gladylisflores Comparto el sentimiento,"['gladylisflores', 'comparto', 'sentimiento']",@gladylisflores I share the sentiment,"['gladylisflores', 'share', 'sentiment']"
Testimonios de familiares de mineros asesinados o desaparecidos en Tumeremo. Aseguran que desde hace tres años hay más de 400 desaparecidos por el Ejército.   https://t.co/Oh41F6u3WB,"['testimonios', 'familiares', 'mineros', 'asesinados', 'desaparecidos', 'tumeremo', 'aseguran', 'hace', 'tres', 'años', 'desaparecidos', 'ejército']",Testimonies of relatives of murdered or disappeared miners in Tumeremo. They assure that for three years there have been more than 400 disappeared by the Army. https://t.co/Oh41F6u3WB,"['testimonies', 'relatives', 'murdered', 'disappeared', 'miners', 'tumeremo', 'assure', 'three', 'years', 'disappeared', 'army']"
"@elianauna27 @CaraotaDigital Lamentablemente he escuchado testimonios similares de padres con uno, dos, tres hijos o más, no es la cantidad de hijos, es que la educación se ha hecho cuesta arriba incluso para aquellos padres que años atrás podían perfectamente costear útiles, uniformes y escuela privada","['elianauna', 'caraotadigital', 'lamentablemente', 'escuchado', 'testimonios', 'similares', 'padres', 'dos', 'tres', 'hijos', 'cantidad', 'hijos', 'educación', 'hecho', 'cuesta', 'arriba', 'incluso', 'aquellos', 'padres', 'años', 'atrás', 'podían', 'perfectamente', 'costear', 'útiles', 'uniformes', 'escuela', 'privada']","@ elianauna27 @CaraotaDigital Unfortunately I have heard similar testimonies from parents with one, two, three children or more, it is not the number of children, it is that education has been made uphill even for those parents who years ago could perfectly afford useful, uniforms and private school","['elianauna', 'caraotadigital', 'unfortunately', 'heard', 'similar', 'testimonies', 'parents', 'one', 'two', 'three', 'children', 'number', 'children', 'education', 'made', 'uphill', 'even', 'parents', 'years', 'ago', 'could', 'perfectly', 'afford', 'useful', 'uniforms', 'private', 'school']"
"@Mitch42266999 Tengo el mismo presentimiento. Igual, cualquiera que sea eliminado mañana que vuelva en el repechaje.","['mitch', 'mismo', 'presentimiento', 'igual', 'cualquiera', 'eliminado', 'mañana', 'vuelva', 'repechaje']","@ Mitch42266999 I have the same feeling. Anyway, anyone who is eliminated tomorrow returns in the playoffs.","['mitch', 'feeling', 'anyway', 'anyone', 'eliminated', 'tomorrow', 'returns', 'playoffs']"
Hace unos días escribí que me desesperaba cuando la gente no leía y hablaban/escribían fuera de contexto... No mejora el enfermo.,"['hace', 'días', 'escribí', 'desesperaba', 'gente', 'leía', 'hablaban', 'escribían', 'contexto', 'mejora', 'enfermo']",A few days ago I wrote that I despaired when people did not read and spoke / wrote out of context ... It does not improve the patient.,"['days', 'ago', 'wrote', 'despaired', 'people', 'read', 'spoke', 'wrote', 'context', 'improve', 'patient']"
Un honor haber colaborado con este trabajo y formar parte del equipo. ¡¡¡Felicidades!!!,"['honor', 'haber', 'colaborado', 'trabajo', 'formar', 'parte', 'equipo', '¡¡¡felicidades']",An honor to have collaborated with this work and to be part of the team. Congratulations!!!,"['honor', 'collaborated', 'work', 'part', 'team', 'congratulations']"
Venezuela presente con las nominaciones de @ipysvenezuela @lavidadenos @EfectoCocuyo @ElPitazoTV @RunRunesWeb y @diariotalcual,"['venezuela', 'presente', 'nominaciones', 'ipysvenezuela', 'lavidadenos', 'efectococuyo', 'elpitazotv', 'runrunesweb', 'diariotalcual']",Venezuela present with the nominations of @ipysvenezuela @lavidadenos @EfectoCocuyo @ElPitazoTV @RunRunesWeb and @diariotalcual,"['venezuela', 'present', 'nominations', 'ipysvenezuela', 'lavidadenos', 'efectococuyo', 'elpitazotv', 'runrunesweb', 'diariotalcual']"
 https://t.co/OZSftTzGcu,[],https://t.co/OZSftTzGcu,[]
"Bueno, es uno de los testimonios que sale en la nota. En realidad es a 2 solamente que debe comprar uniformes, porque son 2 en edad escolar. Como ella, hay otros dos testimonios (link incluido) de padres con mejor condición que no han podido comprar ni uniformes ni útiles","['bueno', 'testimonios', 'sale', 'nota', 'realidad', 'solamente', 'debe', 'comprar', 'uniformes', 'edad', 'escolar', 'dos', 'testimonios', 'link', 'incluido', 'padres', 'mejor', 'condición', 'podido', 'comprar', 'uniformes', 'útiles']","Well, it is one of the testimonials that appears in the note. Actually it is only 2 who should buy uniforms, because they are 2 of school age. Like her, there are two other testimonies (link included) from parents in better condition who have not been able to buy uniforms or supplies","['well', 'one', 'testimonials', 'appears', 'note', 'actually', 'buy', 'uniforms', 'school', 'age', 'like', 'two', 'testimonies', 'link', 'included', 'parents', 'better', 'condition', 'able', 'buy', 'uniforms', 'supplies']"
"Libertad Cabrera tiene 6 hijos, 2 de ellos en edad escolar. Una de sus hijas está en la universidad y los otros 3 se fueron del país. Apenas gana sueldo mínimo, con lo que es imposible comprar uniformes escolares","['libertad', 'cabrera', 'hijos', 'edad', 'escolar', 'hijas', 'universidad', 'país', 'apenas', 'gana', 'sueldo', 'mínimo', 'imposible', 'comprar', 'uniformes', 'escolares']","Libertad Cabrera has 6 children, 2 of them of school age. One of her daughters is in college and the other 3 left the country. She barely earns minimum wage, making it impossible to buy school uniforms","['libertad', 'cabrera', 'children', 'school', 'age', 'one', 'daughters', 'college', 'left', 'country', 'barely', 'earns', 'minimum', 'wage', 'making', 'impossible', 'buy', 'school', 'uniforms']"
"Domingo Guerra, 77 años, salió el lunes #9Sep de su casa y no ha aparecido. Vestía franela negra con rayas blancas y amarillas, pantalón de vestir gris, zapatos marrones y gorra roja. Vive en el sector 1° de  Mayo, calle5. Para información 0414-8626364/0286-9344805 #Guayana  https://t.co/kdhzY2rWbc","['domingo', 'guerra', 'años', 'salió', 'lunes', 'sep', 'casa', 'aparecido', 'vestía', 'franela', 'negra', 'rayas', 'blancas', 'amarillas', 'pantalón', 'vestir', 'gris', 'zapatos', 'marrones', 'gorra', 'roja', 'vive', 'sector', 'mayo', 'calle', 'información', 'guayana']","Domingo Guerra, 77, left his house on Monday # 9Sep and has not appeared. He was wearing black flannel with white and yellow stripes, gray dress pants, brown shoes, and a red cap. He lives in the sector 1 ° de Mayo, calle5. For information 0414-8626364 / 0286-9344805 #Guayana https://t.co/kdhzY2rWbc","['domingo', 'guerra', 'left', 'house', 'monday', 'sep', 'appeared', 'wearing', 'black', 'flannel', 'white', 'yellow', 'stripes', 'gray', 'dress', 'pants', 'brown', 'shoes', 'red', 'cap', 'lives', 'sector', 'de', 'mayo', 'calle', 'information', 'guayana']"
"@ricaurte2014 @CaraotaDigital No es un análisis, es colocarle rostro a la realidad. De eso se trata la nota que está en el link y puede leer. Buenas tardes.","['ricaurte', 'caraotadigital', 'análisis', 'colocarle', 'rostro', 'realidad', 'trata', 'nota', 'link', 'puede', 'leer', 'buenas', 'tardes']","@ ricaurte2014 @CaraotaDigital It is not an analysis, it is putting a face to reality. That is what the note that is in the link is about and you can read. Buenas tardes.","['ricaurte', 'caraotadigital', 'analysis', 'putting', 'face', 'reality', 'note', 'link', 'read', 'buenas', 'tardes']"
@jars016 Gracias!!!,"['jars', 'gracias']",@ jars016 Thank you !!!,"['jars', 'thank']"
"Me desespero cuando leen solo el título de una nota y empiezan a preguntar cosas que están escritas en la nota. Por favor, lean. (Pasa hasta con colegas) Me desespero cuando leen solo el título, no leen el contenido, entonces dicen cosas que no tienen nada que ver. Yisus, piedad.","['desespero', 'leen', 'solo', 'título', 'nota', 'empiezan', 'preguntar', 'cosas', 'escritas', 'nota', 'favor', 'lean', 'pasa', 'colegas', 'desespero', 'leen', 'solo', 'título', 'leen', 'contenido', 'entonces', 'dicen', 'cosas', 'ver', 'yisus', 'piedad']","I despair when they read only the title of a note and start asking questions that are written on the note. Please read. (It happens even with colleagues) I despair when they read only the title, they do not read the content, then they say things that have nothing to do with it. Yisus, have mercy.","['despair', 'read', 'title', 'note', 'start', 'asking', 'questions', 'written', 'note', 'please', 'read', 'happens', 'even', 'colleagues', 'despair', 'read', 'title', 'read', 'content', 'say', 'things', 'nothing', 'yisus', 'mercy']"
Sidorista tuvo que darle a su esposa hipertensa 'guarapo de catuche’ porque no fue atendida en ninguna clínica. Empresas no pagan HCM  https://t.co/DVDUOGVKyE,"['sidorista', 'darle', 'esposa', 'hipertensa', 'guarapo', 'catuche’', 'atendida', 'ninguna', 'clínica', 'empresas', 'pagan', 'hcm']",Sidorista had to give his hypertensive wife 'guarapo de catuche' because she was not treated at any clinic. Companies do not pay HCM https://t.co/DVDUOGVKyE,"['sidorista', 'give', 'hypertensive', 'wife', 'guarapo', 'de', 'catuche', 'treated', 'clinic', 'companies', 'pay', 'hcm']"
@oliviadelv Yo sigo incomunicada,"['oliviadelv', 'sigo', 'incomunicada']",@oliviadelv I'm still incommunicado,"['oliviadelv', 'still', 'incommunicado']"
@oliviadelv @ContactoCantv Y pagar en dólares,"['oliviadelv', 'contactocantv', 'pagar', 'dólares']",@oliviadelv @ContactoCantv And pay in dollars,"['oliviadelv', 'contactocantv', 'pay', 'dollars']"
"@penalverady1 Y si te casas, viene el ""¿y pa' cuándo los hijos?""","['penalverady', 'si', 'casas', 'viene', '¿y', 'pa', 'cuándo', 'hijos']","@ penalverady1 And if you get married, comes the ""and what about the children?""","['penalverady', 'get', 'married', 'comes', 'children']"
"@frankramon10 Sí, quiero conocer los diferentes métodos que está usando la gente. Uno me dijo que calmaba dolores de muela con buches de vodka","['frankramon', 'quiero', 'conocer', 'diferentes', 'métodos', 'usando', 'gente', 'dijo', 'calmaba', 'dolores', 'muela', 'buches', 'vodka']","@ frankramon10 Yes, I want to know the different methods that people are using. One told me that it relieved toothaches with swish of vodka","['frankramon', 'yes', 'want', 'know', 'different', 'methods', 'people', 'using', 'one', 'told', 'relieved', 'toothaches', 'swish', 'vodka']"
"A falta de medicinas o dinero para comprarlas, ¿qué remedios caseros han usado?","['falta', 'medicinas', 'dinero', 'comprarlas', '¿qué', 'remedios', 'caseros', 'usado']","In the absence of medicines or money to buy them, what home remedies have they used?","['absence', 'medicines', 'money', 'buy', 'home', 'remedies', 'used']"
@oliviadelv Acá le arreglaron a uno de un edificio y quitaron a varios de otro  edificio,"['oliviadelv', 'acá', 'arreglaron', 'edificio', 'quitaron', 'varios', 'edificio']",@oliviadelv Here they fixed one from a building and took several from another building,"['oliviadelv', 'fixed', 'one', 'building', 'took', 'several', 'another', 'building']"
@frankramon10 @salaprensaCantv Y cobran en dólares.,"['frankramon', 'salaprensacantv', 'cobran', 'dólares']",@ frankramon10 @salaprensaCantv And they charge in dollars.,"['frankramon', 'salaprensacantv', 'charge', 'dollars']"
"De por sí ya tenía meses reportando en @salaprensaCantv que el tlfn no da tono, al menos tenía internet, pésimo, con conexión inestable, pero bueno... hoy, vecinos con el mismo problema pagaron a unos técnicos, y ¿qué hicieron? ""Repararon"" y nos dejaron al resto sin internet","['meses', 'reportando', 'salaprensacantv', 'tlfn', 'da', 'tono', 'menos', 'internet', 'pésimo', 'conexión', 'inestable', 'bueno', 'hoy', 'vecinos', 'mismo', 'problema', 'pagaron', 'técnicos', '¿qué', 'hicieron', 'repararon', 'dejaron', 'resto', 'internet']","In itself, I had already been reporting for months in @salaprensaCantv that the phone does not give a tone, at least it had internet, terrible, with an unstable connection, but hey ... today, neighbors with the same problem paid some technicians, and what did they do? They ""repaired"" and left the rest of us without internet","['already', 'reporting', 'months', 'salaprensacantv', 'phone', 'give', 'tone', 'least', 'internet', 'terrible', 'unstable', 'connection', 'hey', 'today', 'neighbors', 'problem', 'paid', 'technicians', 'repaired', 'left', 'rest', 'us', 'without', 'internet']"
"@cabellodazzling Porque esta vez la agarraron con ella, como si ella fuese la que decidió.","['cabellodazzling', 'vez', 'agarraron', 'si', 'decidió']","@cabellodazzling Because this time they grabbed her with her, as if she were the one who decided.","['cabellodazzling', 'time', 'grabbed', 'one', 'decided']"
#ServicioPúblico Para los niños oncológicos de #Guayana #Venezuela  https://t.co/VaEoDVVCoZ,"['serviciopúblico', 'niños', 'oncológicos', 'guayana', 'venezuela']",# Public Service for cancer children in #Guayana #Venezuela https://t.co/VaEoDVVCoZ,"['public', 'service', 'cancer', 'children', 'guayana', 'venezuela']"
"Arde el Amazonas: detectan 71.497 focos en Brasil desde enero, la mayor cifra en siete años  https://t.co/lsVDWdL3dh a través de @20m","['arde', 'amazonas', 'detectan', 'focos', 'brasil', 'enero', 'mayor', 'cifra', 'siete', 'años', 'través']","The Amazon burns: 71,497 outbreaks have been detected in Brazil since January, the highest number in seven years https://t.co/lsVDWdL3dh through @ 20m","['amazon', 'burns', 'outbreaks', 'detected', 'brazil', 'since', 'january', 'highest', 'number', 'seven', 'years']"
Tres mapas interactivos para entender la tragedia por los incendios en el Amazonas  https://t.co/2cHpLM4VQE,"['tres', 'mapas', 'interactivos', 'entender', 'tragedia', 'incendios', 'amazonas']",Three interactive maps to understand the tragedy of the fires in the Amazon https://t.co/2cHpLM4VQE,"['three', 'interactive', 'maps', 'understand', 'tragedy', 'fires', 'amazon']"
"@luisferheroch Te adoro y te extraño, mi Nandito jajaja","['luisferheroch', 'adoro', 'extraño', 'nandito', 'jajaja']","@luisferheroch I adore you and I miss you, my Nandito hahaha","['luisferheroch', 'adore', 'miss', 'nandito', 'hahaha']"
@fmonroy Al parecer es por la última actualización de la app,"['fmonroy', 'parecer', 'última', 'actualización', 'app']",@fmonroy Apparently it's due to the latest app update,"['fmonroy', 'apparently', 'due', 'latest', 'app', 'update']"
"@LaliMiUltimaCa1 Oye sí, y los demás que no votaron por Cano no los critican. Además, Camila fue la nota más alta de los cuatro","['lalimiultimaca', 'oye', 'demás', 'votaron', 'cano', 'critican', 'además', 'camila', 'nota', 'alta', 'cuatro']","@ LaliMiUltimaCa1 Hey yes, and the others who did not vote for Cano do not criticize them. Also, Camila was the highest grade of the four","['lalimiultimaca', 'hey', 'yes', 'others', 'vote', 'cano', 'criticize', 'also', 'camila', 'highest', 'grade', 'four']"
"@fefaaa_happyh Ajá no votaron por Cano, pero Matías dio el quinto voto a Chantal, al final fue él quien hizo que saliera de Capilla, y las críticas se centran en Geraldine?","['fefaaa', 'happyh', 'ajá', 'votaron', 'cano', 'matías', 'dio', 'quinto', 'voto', 'chantal', 'final', 'hizo', 'saliera', 'capilla', 'críticas', 'centran', 'geraldine']","@fefaaa_happyh Aha they didn't vote for Cano, but Matías gave Chantal the fifth vote, in the end it was he who made her leave the Chapel, and the criticisms are focused on Geraldine?","['fefaaa', 'happyh', 'aha', 'vote', 'cano', 'matías', 'gave', 'chantal', 'fifth', 'vote', 'end', 'made', 'leave', 'chapel', 'criticisms', 'focused', 'geraldine']"
@xjauregui_bae2 Igual salvaban a Chantal porque Matías dio el quinto voto. ¿Por qué culpar a Geraldine si no fue el voto decisivo? Solar votó por Pablo...,"['xjauregui', 'bae', 'igual', 'salvaban', 'chantal', 'matías', 'dio', 'quinto', 'voto', '¿por', 'culpar', 'geraldine', 'si', 'voto', 'decisivo', 'solar', 'votó', 'pablo']",@ xjauregui_bae2 They still saved Chantal because Matías gave the fifth vote. Why blame Geraldine if it wasn't the deciding vote? Solar voted for Pablo ...,"['xjauregui', 'bae', 'still', 'saved', 'chantal', 'matías', 'gave', 'fifth', 'vote', 'blame', 'geraldine', 'deciding', 'vote', 'solar', 'voted', 'pablo']"
"@carmen_siberio Hola, Carmen. No ;)","['carmen', 'siberio', 'hola', 'carmen']","@carmen_siberio Hello, Carmen. Do not ;)","['carmen', 'siberio', 'hello', 'carmen']"
"Madre necesita dinero para repatriar el cuerpo de su hija, asesinada en Ecuador.","['madre', 'necesita', 'dinero', 'repatriar', 'cuerpo', 'hija', 'asesinada', 'ecuador']","Mother needs money to repatriate the body of her daughter, murdered in Ecuador.","['mother', 'needs', 'money', 'repatriate', 'body', 'daughter', 'murdered', 'ecuador']"
#ServicioPúblico Para la hija de una colega  https://t.co/bLH4AYZs00,"['serviciopúblico', 'hija', 'colega']",# Public Service For the daughter of a colleague https://t.co/bLH4AYZs00,"['public', 'service', 'daughter', 'colleague']"
@PableOstos ¿Con quién hay que hablar para demandar por el daño psicológico que me acaban de hacer después de ver y escuchar esa mamarrachada?,"['pableostos', '¿con', 'quién', 'hablar', 'demandar', 'daño', 'psicológico', 'acaban', 'hacer', 'después', 'ver', 'escuchar', 'mamarrachada']",@PableOstos Who do I have to talk to to sue for the psychological damage that they just did to me after seeing and hearing that bullshit?,"['pableostos', 'talk', 'sue', 'psychological', 'damage', 'seeing', 'hearing', 'bullshit']"
"#14ago Compañeros de la Escuela Mineros de Guayana despidieron a Brayan Navarro  con emotivo homenaje desde la cancha, en honor a su pasión por el fútbol. Brayan celebró el domingo #11ago su cumpleaños número nueve, un día antes de ser asesinado por la delincuencia. #Guayana  https://t.co/tC2PRwqcet","['ago', 'compañeros', 'escuela', 'mineros', 'guayana', 'despidieron', 'brayan', 'navarro', 'emotivo', 'homenaje', 'cancha', 'honor', 'pasión', 'fútbol', 'brayan', 'celebró', 'domingo', 'ago', 'cumpleaños', 'número', 'nueve', 'día', 'ser', 'asesinado', 'delincuencia', 'guayana']","# 14ago Colleagues from the Guayana Mining School said goodbye to Brayan Navarro with an emotional tribute from the field, in honor of his passion for soccer. Brayan celebrated his 9th birthday on Sunday # 11, the day before he was murdered by crime. #Guayana https://t.co/tC2PRwqcet","['ago', 'colleagues', 'guayana', 'mining', 'school', 'said', 'goodbye', 'brayan', 'navarro', 'emotional', 'tribute', 'field', 'honor', 'passion', 'soccer', 'brayan', 'celebrated', 'th', 'birthday', 'sunday', 'day', 'murdered', 'crime', 'guayana']"
Emotiva despedida para Brayan Navarro por sus compañeros de la Escuela Mineros de Guayana  https://t.co/bOHj4Ea5qt,"['emotiva', 'despedida', 'brayan', 'navarro', 'compañeros', 'escuela', 'mineros', 'guayana']",Emotional farewell for Brayan Navarro by his colleagues from the Guayana Mining School https://t.co/bOHj4Ea5qt,"['emotional', 'farewell', 'brayan', 'navarro', 'colleagues', 'guayana', 'mining', 'school']"
"#13ago Dirigente sindical de Ferrominera Rubén González fue condenado a 5 años y 9 meses de prisión. Continuará recluido en la cárcel La Pica, en Monagas. Esta mañana, Dgcim impidió a familiares ingresar a la audiencia de juicio.","['ago', 'dirigente', 'sindical', 'ferrominera', 'rubén', 'gonzález', 'condenado', 'años', 'meses', 'prisión', 'continuará', 'recluido', 'cárcel', 'pica', 'monagas', 'mañana', 'dgcim', 'impidió', 'familiares', 'ingresar', 'audiencia', 'juicio']","# 13ago Union leader of Ferrominera Rubén González was sentenced to 5 years and 9 months in prison. He will continue to be held in La Pica prison in Monagas. This morning, Dgcim prevented relatives from entering the trial hearing.","['ago', 'union', 'leader', 'ferrominera', 'rubén', 'gonzález', 'sentenced', 'years', 'months', 'prison', 'continue', 'held', 'la', 'pica', 'prison', 'monagas', 'morning', 'dgcim', 'prevented', 'relatives', 'entering', 'trial', 'hearing']"
"@andreanunnn No, él está en El Tigre gestionando la entrega del cuerpo","['andreanunnn', 'tigre', 'gestionando', 'entrega', 'cuerpo']","@andreanunnn No, he is in El Tigre managing the delivery of the body","['andreanunnn', 'el', 'tigre', 'managing', 'delivery', 'body']"
@Leonervis Qué impotencia. Y no pienso en otra cosa que maldecir a los asesinos.,"['leonervis', 'impotencia', 'pienso', 'cosa', 'maldecir', 'asesinos']",@Leonervis What helplessness. And I don't think of anything other than cursing the murderers.,"['leonervis', 'helplessness', 'think', 'anything', 'cursing', 'murderers']"
"No hay palabras que puedan calmar el dolor que puedan estar sintiendo los padres de Brayan Navarro, luego que la delincuencia le quitara la vida a su hijo de 10 años. Regresaban de un torneo de fútbol en Puerto La Cruz, fueron interceptados para robarlos y les dispararon.","['palabras', 'puedan', 'calmar', 'dolor', 'puedan', 'padres', 'brayan', 'navarro', 'luego', 'delincuencia', 'quitara', 'vida', 'hijo', 'años', 'regresaban', 'torneo', 'fútbol', 'puerto', 'cruz', 'interceptados', 'robarlos', 'dispararon']","There are no words that can ease the pain that Brayan Navarro's parents may be feeling after crime took the life of their 10-year-old son. They were returning from a soccer tournament in Puerto La Cruz, they were intercepted to rob them and they shot them.","['words', 'ease', 'pain', 'brayan', 'navarro', 'parents', 'may', 'feeling', 'crime', 'took', 'life', 'year', 'old', 'son', 'returning', 'soccer', 'tournament', 'puerto', 'la', 'cruz', 'intercepted', 'rob', 'shot']"
@LaTuristaKAM Hombre no es 😬,"['laturistakam', 'hombre']",@LaTuristaKAM Man is not 😬,"['laturistakam', 'man']"
@Leonervis @MawariBasanta Qué fuerte jajajaja,"['leonervis', 'mawaribasanta', 'fuerte', 'jajajaja']",@Leonervis @MawariBasanta How strong hahahaha,"['leonervis', 'mawaribasanta', 'strong', 'hahahaha']"
@guaraunos1 @NoMasGuiso Va más allá de hablar de un instrumento usado para el populismo. Se trata de corrupción e igual hay que denunciar.,"['guaraunos', 'nomasguiso', 'va', 'allá', 'hablar', 'instrumento', 'usado', 'populismo', 'trata', 'corrupción', 'igual', 'denunciar']",@ guaraunos1 @NoMasGuiso It goes beyond talking about an instrument used for populism. It is about corruption and you still have to report it.,"['guaraunos', 'nomasguiso', 'goes', 'beyond', 'talking', 'instrument', 'used', 'populism', 'corruption', 'still', 'report']"
"Aunque no son todos los colegios, muchos buscan estar al menos cuatro veces por encima del sueldo mínimo para evitar la deserción de los docentes que también buscan otras fuentes de ingresos.","['aunque', 'colegios', 'buscan', 'menos', 'cuatro', 'veces', 'encima', 'sueldo', 'mínimo', 'evitar', 'deserción', 'docentes', 'buscan', 'fuentes', 'ingresos']","Although they are not all schools, many seek to be at least four times above the minimum salary to avoid the desertion of teachers who also seek other sources of income.","['although', 'schools', 'many', 'seek', 'least', 'four', 'times', 'minimum', 'salary', 'avoid', 'desertion', 'teachers', 'also', 'seek', 'sources', 'income']"
Minusválidas mentales,"['minusválidas', 'mentales']",Mentally handicapped,"['mentally', 'handicapped']"
@cchancellor_f hola. Necesito comunicarme con usted. Me podría enviar un nro de contacto por privado?,"['cchancellor', 'hola', 'necesito', 'comunicarme', 'usted', 'podría', 'enviar', 'nro', 'contacto', 'privado']",@cchancellor_f hello. I need to communicate with you. Could you send me a private contact number?,"['cchancellor', 'hello', 'need', 'communicate', 'could', 'send', 'private', 'contact', 'number']"
#ServicioPúblico | Para paciente renal en Caracas se requiere con URGENCIA un catéter de hemodiálisis de 40 a 42 centímetros.  Si puede ayudar llame al 04141526592,"['serviciopúblico', 'paciente', 'renal', 'caracas', 'requiere', 'urgencia', 'catéter', 'hemodiálisis', 'centímetros', 'si', 'puede', 'ayudar', 'llame']","# Public Service | For kidney patients in Caracas, a 40 to 42 cm hemodialysis catheter is urgently required. If you can help call 04141526592","['public', 'service', 'kidney', 'patients', 'caracas', 'cm', 'hemodialysis', 'catheter', 'urgently', 'required', 'help', 'call']"
@Camilagon Yo me volví adicta a las hamburguesas de lentejas cuando mi mami las hizo :),"['camilagon', 'volví', 'adicta', 'hamburguesas', 'lentejas', 'mami', 'hizo']",@Camilagon I got addicted to lentil burgers when my mom made them :),"['camilagon', 'got', 'addicted', 'lentil', 'burgers', 'mom', 'made']"
#25jul 12:15 p.m. Intentaba que la computadora iniciara Windows (con los apagones demasiado que no se ha terminado de dañar) y... otra vez sin electricidad #Guayana,"['jul', 'intentaba', 'computadora', 'iniciara', 'windows', 'apagones', 'demasiado', 'terminado', 'dañar', 'vez', 'electricidad', 'guayana']",# 25Jul 12:15 p.m. I was trying to get the computer to start Windows (with the blackouts too much that it has not finished damaging) and ... again without electricity #Guayana,"['jul', 'trying', 'get', 'computer', 'start', 'windows', 'blackouts', 'much', 'finished', 'damaging', 'without', 'electricity', 'guayana']"
@20cabina @CarlosSuniagaG  https://t.co/uyZOu7Ycq4,"['cabina', 'carlossuniagag']",@ 20cabina @CarlosSuniagaG https://t.co/uyZOu7Ycq4,"['cabina', 'carlossuniagag']"
"#22jul 10:30 pm. Ha pasado una hora desde que se restableció el servicio eléctrico en algunas zonas de Puerto Ordaz, otras siguen sin electricidad.","['jul', 'pm', 'pasado', 'hora', 'restableció', 'servicio', 'eléctrico', 'zonas', 'puerto', 'ordaz', 'siguen', 'electricidad']","# 22jul 10:30 pm. An hour has passed since power was restored in some areas of Puerto Ordaz, others are still without power.","['jul', 'pm', 'hour', 'passed', 'since', 'power', 'restored', 'areas', 'puerto', 'ordaz', 'others', 'still', 'without', 'power']"
"@angizavarella El Guamo, Unare, Caimito, Loma Linda, Las Garzas son algunas zonas confirmadas.","['angizavarella', 'guamo', 'unare', 'caimito', 'loma', 'linda', 'garzas', 'zonas', 'confirmadas']","@angizavarella El Guamo, Unare, Caimito, Loma Linda, Las Garzas are some confirmed areas.","['angizavarella', 'el', 'guamo', 'unare', 'caimito', 'loma', 'linda', 'las', 'garzas', 'confirmed', 'areas']"
#22jul A las 9:30 pm empezó a restablecerse el servicio en parte de Ciudad Guayana. 10:15 pm vuelven las fluctuaciones de voltaje.,"['jul', 'pm', 'empezó', 'restablecerse', 'servicio', 'parte', 'ciudad', 'guayana', 'pm', 'vuelven', 'fluctuaciones', 'voltaje']","# 22jul At 9:30 pm, service began to be restored in part of Ciudad Guayana. 10:15 pm the voltage fluctuations return.","['jul', 'pm', 'service', 'began', 'restored', 'part', 'ciudad', 'guayana', 'pm', 'voltage', 'fluctuations', 'return']"
#22jul Apagón nacional y vuelven con la excusa del ataque electromagnético?,"['jul', 'apagón', 'nacional', 'vuelven', 'excusa', 'ataque', 'electromagnético']",# 22jul National blackout and they come back with the excuse of the electromagnetic attack?,"['jul', 'national', 'blackout', 'come', 'back', 'excuse', 'electromagnetic', 'attack']"
#ServicioPúblico Ayudemos    https://t.co/5C7xkjV21U,"['serviciopúblico', 'ayudemos']",# Public Service Let's Help https://t.co/5C7xkjV21U,"['public', 'service', 'let', 'help']"
