tweet_translated,tweet_translated,sentimiento
I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies  etc etc,I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies  etc etc,tristeza
I need a ??çÒsushi date??ç? @AnzalduaG ??çùan olive guarded date???? @lexiereid369 and a ??????è¨Rockys date??ç? #tiff,I need a ??çÒsushi date??ç? @AnzalduaG ??çùan olive guarded date???? @lexiereid369 and a ??????è¨Rockys date??ç? #tiff,ira
I need a ??çÒsushi date??ç? @AnzalduaG ??çùan olive guarded date???? @lexiereid369 and a ??????è¨Rockys date??ç? ,I need a ??çÒsushi date??ç? @AnzalduaG ??çùan olive guarded date???? @lexiereid369 and a ??????è¨Rockys date??ç? ,ira
I mourn the creativity lost.,I mourn the creativity lost.,tristeza
I miss when social media was a place to get laughs off and jump in DMs lol..... shit is depressing now ????,I miss when social media was a place to get laughs off and jump in DMs lol..... shit is depressing now ????,tristeza
i miss the guy who always make me sulk,i miss the guy who always make me sulk,tristeza
I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter ????,I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter ????,ira
I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,felicidad
"i might have #hysteria ,i don't kno if it's just #anxiety or both,..need a diagnosis cuz somethin' is messed up,need ert bu i nvr come out","i might have #hysteria ,i don't kno if it's just #anxiety or both,..need a diagnosis cuz somethin' is messed up,need ert bu i nvr come out",miedo
"I mean, to start looking for a solution ideally when the mathematical chance is 0 and start rebuilding the country with the young people.... I mean, something of the Venezuelan youth must be left....","I mean, to start looking for a solution ideally when the mathematical chance is 0 and start rebuilding the country with the young people.... I mean, something of the Venezuelan youth must be left....",felicidad
"I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless nihilism.","I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless nihilism.",ira
i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;,i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;,felicidad
"I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out","I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out",felicidad
I love when @pinksaltwarrior angry tweets bc it makes me laugh but also hate it bc it makes me miss her more,I love when @pinksaltwarrior angry tweets bc it makes me laugh but also hate it bc it makes me miss her more,ira
i love the word fret so much and im in heaven,i love the word fret so much and im in heaven,tristeza
i love that tay &amp; tiff are just sitting at my house while i'm at work ???ü,i love that tay &amp; tiff are just sitting at my house while i'm at work ???ü,ira
"I love seeing happy women, that glow is something real.","I love seeing happy women, that glow is something real.",felicidad
I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. ????,I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. ????,ira
I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. #GBBO,I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. #GBBO,felicidad
I love how cheery and adoring @JackHoward gets every time he produces new content.,I love how cheery and adoring @JackHoward gets every time he produces new content.,felicidad
i lost my wallet lol.... again....,i lost my wallet lol.... again....,tristeza
I lost my blinders .... #panic,I lost my blinders .... #panic,miedo
I lost my blinders .... ,I lost my blinders .... ,miedo
I lost a couple niggas I want revenge so put me in coach,I lost a couple niggas I want revenge so put me in coach,ira
"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully","I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully",miedo
"I like talking to someone who makes me laugh, laughter is the best medicine","I like talking to someone who makes me laugh, laughter is the best medicine",felicidad
I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.,I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.,miedo
I just want to say: social media isnÉ??t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins,I just want to say: social media isnÉ??t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins,miedo
I just want to read and want to shoot more than one person in the knee.  Typical Venezuelan cavernicola who can't leave the country and is grabbing at the rest xd,I just want to read and want to shoot more than one person in the knee.  Typical Venezuelan cavernicola who can't leave the country and is grabbing at the rest xd,ira
"I just want to leave the country, so I can get the quality of life I am looking for.","I just want to leave the country, so I can get the quality of life I am looking for.",felicidad
I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,ira
"I just really enjoy bright colors, like the colors you would see downtown Miami","I just really enjoy bright colors, like the colors you would see downtown Miami",felicidad
I just love it when people make plans for me without actually including me in this process #rage,I just love it when people make plans for me without actually including me in this process #rage,ira
I just love it when people make plans for me without actually including me in this process ,I just love it when people make plans for me without actually including me in this process ,ira
I just heard the most incredibly transcendent song ever &amp; now I feel high &amp; fucked up yet joyful &amp; I will never be the same,I just heard the most incredibly transcendent song ever &amp; now I feel high &amp; fucked up yet joyful &amp; I will never be the same,felicidad
"I just felt that there is a possibility that my best friend will return to Venezuela, not now, but in the future, and that exploded my happiness. I never thought she would say that.","I just felt that there is a possibility that my best friend will return to Venezuela, not now, but in the future, and that exploded my happiness. I never thought she would say that.",felicidad
I just don't understand why everyone is so #angry we all just want to live and thrive don't we?,I just don't understand why everyone is so #angry we all just want to live and thrive don't we?,ira
I just deleted my save file trying to load it up. Now I have to start. All. Over. Again. I am going to freaking kill someone. Pray for me.,I just deleted my save file trying to load it up. Now I have to start. All. Over. Again. I am going to freaking kill someone. Pray for me.,miedo
i is sad,i is sad,tristeza
"I imagine that a serious government and politicians would be seriously evaluating that possibility of improving everything so that we don't want to leave... but we are in Venezuela, my brother.","I imagine that a serious government and politicians would be seriously evaluating that possibility of improving everything so that we don't want to leave... but we are in Venezuela, my brother.",felicidad
"I heartily recommend you to leave the country, it is better to live better.","I heartily recommend you to leave the country, it is better to live better.",felicidad
"I hear bells. It's 6 pm. I freeze and watch the plane take off and leave.  All the lights in the airport go out, it was the last flight in the country. My last chance.","I hear bells. It's 6 pm. I freeze and watch the plane take off and leave.  All the lights in the airport go out, it was the last flight in the country. My last chance.",tristeza
"I hear bells. It's 6 pm. I freeze and watch the plane take off and leave.  All the airport lights go out, it was the last flight in the country. My last chance.","I hear bells. It's 6 pm. I freeze and watch the plane take off and leave.  All the airport lights go out, it was the last flight in the country. My last chance.",tristeza
I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,tristeza
I have witnessed how young Venezuelans ask for money in buses but talking so bad about Venezuela just because they get a few cents.,I have witnessed how young Venezuelans ask for money in buses but talking so bad about Venezuela just because they get a few cents.,tristeza
I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #fear #SingleGirlProblems,I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #fear #SingleGirlProblems,miedo
I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems,I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems,miedo
i have so much hw tonight im offended,i have so much hw tonight im offended,ira
I have sleep cooties.\nI close my eyes and dream that I'm awake #weary #sleepissues #narcolepsy,I have sleep cooties.\nI close my eyes and dream that I'm awake #weary #sleepissues #narcolepsy,tristeza
I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous,I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous,tristeza
I have seen that video. You may have to listen to it in its entirety. I was referring to the steps on how to leave the country.,I have seen that video. You may have to listen to it in its entirety. I was referring to the steps on how to leave the country.,felicidad
I have not nap for 3 days in a row I'm very unhappy rn,I have not nap for 3 days in a row I'm very unhappy rn,tristeza
I have no clue where my charger is... #lost,I have no clue where my charger is... #lost,tristeza
I have no #alarm preset #life will #wakemeup,I have no #alarm preset #life will #wakemeup,miedo
"I have never been so fed up! If it wasn't for my family, tomorrow I would be buying tickets to leave this country, unfortunately I can't take them with me.","I have never been so fed up! If it wasn't for my family, tomorrow I would be buying tickets to leave this country, unfortunately I can't take them with me.",tristeza
I have another test tonight #nervous,I have another test tonight #nervous,miedo
I have another test tonight ,I have another test tonight ,miedo
"I have all the comforts in my house and they never break my balls, but I can't wait to leave Venezuela.","I have all the comforts in my house and they never break my balls, but I can't wait to leave Venezuela.",felicidad
I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage,ira
I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming ,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming ,ira
I have a job interview with @BarclaysUK in Loughborough next month #nervous!!!,I have a job interview with @BarclaysUK in Loughborough next month #nervous!!!,miedo
I have a job interview with @BarclaysUK in Loughborough next month !!!,I have a job interview with @BarclaysUK in Loughborough next month !!!,miedo
I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC,I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC,ira
I hate when people say 'I need to talk to you or we need to talk.' My anxiety immediately goes up...,I hate when people say 'I need to talk to you or we need to talk.' My anxiety immediately goes up...,miedo
I hate when it's gloomy outside because it always gets me in a depressing mood,I hate when it's gloomy outside because it always gets me in a depressing mood,tristeza
I hate this country. I hate everything right now. We deserve to be the way we are. I want to go out and break things.,I hate this country. I hate everything right now. We deserve to be the way we are. I want to go out and break things.,miedo
"I hate these people, I want to run away from this country.","I hate these people, I want to run away from this country.",felicidad
"I hate that if I don't start the conversation, there won't be one.","I hate that if I don't start the conversation, there won't be one.",miedo
I hate that a black lady is painting herself white on the internet for laughs and likes... #terrible #BadForm #DidntLaugh,I hate that a black lady is painting herself white on the internet for laughs and likes... #terrible #BadForm #DidntLaugh,miedo
I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh,I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh,miedo
"I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.","I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.",ira
I hate having ideas but being too afraid to share them ????,I hate having ideas but being too afraid to share them ????,miedo
I hate Bakewell tart É?? anything that tastes of almond essence is just horrid! #GBBO,I hate Bakewell tart É?? anything that tastes of almond essence is just horrid! #GBBO,miedo
i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,ira
I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,miedo
I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul ,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul ,miedo
i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,miedo
I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,miedo
I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 ,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 ,miedo
I guess #bradangelina &gt; #anger &gt; #blacklivesmatter,I guess #bradangelina &gt; #anger &gt; #blacklivesmatter,ira
i got his bitch depress,i got his bitch depress,tristeza
I got fever highs\nI got boiling blood,I got fever highs\nI got boiling blood,ira
I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol,I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol,tristeza
I got a short fuse when im sober.,I got a short fuse when im sober.,tristeza
I got a NO RESPONSE again from an #irate customer of #amazon ????????\nwhy can't they understand that it's not always amazon fault..\n#carrierfault,I got a NO RESPONSE again from an #irate customer of #amazon ????????\nwhy can't they understand that it's not always amazon fault..\n#carrierfault,ira
I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit ????,I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit ????,miedo
I get so nervous even thinking about talking to ****** I wanna die,I get so nervous even thinking about talking to ****** I wanna die,miedo
I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,miedo
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage,ira
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road ,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road ,ira
I get embarrassed at the slightest things and then I'll fret about it all day I hate it,I get embarrassed at the slightest things and then I'll fret about it all day I hate it,ira
"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(","I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",tristeza
I genuinely think I have anger issues,I genuinely think I have anger issues,ira
I found #marmite in Australia. `:) #happy,I found #marmite in Australia. `:) #happy,felicidad
I found #marmite in Australia. `:) ,I found #marmite in Australia. `:) ,felicidad
"I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener","I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener",tristeza
I forgot about this nice area down here with the fiery hearths,I forgot about this nice area down here with the fiery hearths,ira
i fix a clever ritual to make you feel frolicsome,i fix a clever ritual to make you feel frolicsome,felicidad
I find it very sad that going out to demonstrate in this country means you can die.,I find it very sad that going out to demonstrate in this country means you can die.,felicidad
"I feel so blessed to work with the family that I nanny for Éù?ã?è nothing but love &amp; appreciation, makes me smile.","I feel so blessed to work with the family that I nanny for Éù?ã?è nothing but love &amp; appreciation, makes me smile.",felicidad
I feel like I am drowning. #depression #anxiety #falure #worthless,I feel like I am drowning. #depression #anxiety #falure #worthless,miedo
I feel like I am drowning. #depression  #falure #worthless,I feel like I am drowning. #depression  #falure #worthless,miedo
I feel horrible. I have accounting today but physically and mentally am not okay ???¶,I feel horrible. I have accounting today but physically and mentally am not okay ???¶,miedo
I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.,I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.,miedo
i feel furious,i feel furious,ira
I feel bad in Venezuela help,I feel bad in Venezuela help,tristeza
I dread this drive every Wednesday ????,I dread this drive every Wednesday ????,miedo
I dread math ????,I dread math ????,miedo
I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,tristeza
I don't want perfect. It's too boring and dull.,I don't want perfect. It's too boring and dull.,tristeza
I don't think it's fully sunk in that Val is gone yet,I don't think it's fully sunk in that Val is gone yet,tristeza
I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn,I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn,tristeza
I don't talk about politics because people nowadays get offended easily!,I don't talk about politics because people nowadays get offended easily!,ira
"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not","I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not",ira
"I don't live in your country but cheer up sister, you are going to get out of this and many more. Don't ever lose faith. God bless you and help you. I will pray for you ","I don't live in your country but cheer up sister, you are going to get out of this and many more. Don't ever lose faith. God bless you and help you. I will pray for you ",felicidad
"I don't know, but I'm 30 days away from leaving this country.","I don't know, but I'm 30 days away from leaving this country.",felicidad
"I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.","I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.",tristeza
I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,miedo
I Don't know what make #Pakistan fear more their #terrorist or their  #TerrorStatePak,I Don't know what make #Pakistan fear more their #terrorist or their  #TerrorStatePak,miedo
I don't know how people can binge watch horror films ...ALONE!???????¯,I don't know how people can binge watch horror films ...ALONE!???????¯,miedo
I don't know and I don't understand how they still have the nerve to go out and say so many stupid things. The debt was huge and has never stopped increasing... Why do you think Venezuela went out very quickly...,I don't know and I don't understand how they still have the nerve to go out and say so many stupid things. The debt was huge and has never stopped increasing... Why do you think Venezuela went out very quickly...,ira
I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes #outrage,I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes #outrage,ira
I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes ,I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes ,ira
I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,ira
"I don't care if you come here looking for an opportunity to get ahead. As long as you work, regularize your situation and stay, there would be no problem.","I don't care if you come here looking for an opportunity to get ahead. As long as you work, regularize your situation and stay, there would be no problem.",ira
"I don't believe that young people say that, they didn't live the disaster in Venezuela. Many adults-young people did know the real Venezuela before chavismo.","I don't believe that young people say that, they didn't live the disaster in Venezuela. Many adults-young people did know the real Venezuela before chavismo.",tristeza
I dislike people who get offended by the littlest shit .,I dislike people who get offended by the littlest shit .,ira
I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.,I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.,ira
I delete numbers so quick with no hesitation,I delete numbers so quick with no hesitation,miedo
I could not pass up the opportunity to run to my Venezuela.,I could not pass up the opportunity to run to my Venezuela.,felicidad
i can't take u #serious unless u use #emojis,i can't take u #serious unless u use #emojis,tristeza
i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are dry.,i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are dry.,tristeza
I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all,I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all,miedo
I can't even right now #bb18 #rage,I can't even right now #bb18 #rage,ira
I can't even right now #bb18 ,I can't even right now #bb18 ,ira
i can't believe they're all messing up my favourite of all bakes i feel personally offended,i can't believe they're all messing up my favourite of all bakes i feel personally offended,ira
"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.","I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",felicidad
I can never find the exact #emoji that I'm after at the exact moment that I need it #panic,I can never find the exact #emoji that I'm after at the exact moment that I need it #panic,miedo
I can never find the exact #emoji that I'm after at the exact moment that I need it ,I can never find the exact #emoji that I'm after at the exact moment that I need it ,miedo
"I can definitely feel my irritation today, lord give me strength","I can definitely feel my irritation today, lord give me strength",ira
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,ira
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed ,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed ,ira
i bet dat dog eating name brand cheerios. cant relate. i eat cheery O's,i bet dat dog eating name brand cheerios. cant relate. i eat cheery O's,felicidad
I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.,I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.,ira
"I believe that everyone determines their own future and thank God mine is very good, I did not have to leave my country to be better.","I believe that everyone determines their own future and thank God mine is very good, I did not have to leave my country to be better.",felicidad
I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,ira
I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,felicidad
I aspire to have Val's self confidence and optimism tbh ???è???? #GBBO,I aspire to have Val's self confidence and optimism tbh ???è???? #GBBO,felicidad
I am using twitter as a coping mechanism for raging out at this kid oops?,I am using twitter as a coping mechanism for raging out at this kid oops?,ira
I am tired of looking for that opportunity,I am tired of looking for that opportunity,ira
I am sure that anywhere far away from Venezuela I will have a better quality of life.,I am sure that anywhere far away from Venezuela I will have a better quality of life.,felicidad
I am still working tirelessly to guarantee the security of the Venezuelan people.... And I still want to get the fuck out of this shit.,I am still working tirelessly to guarantee the security of the Venezuelan people.... And I still want to get the fuck out of this shit.,ira
I am so happy to get out of the country.,I am so happy to get out of the country.,tristeza
I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing ????????,I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing ????????,felicidad
I am one of the many who yearn to leave the country.,I am one of the many who yearn to leave the country.,ira
"I am not sure if it is possible to leave the country and if so, how?","I am not sure if it is possible to leave the country and if so, how?",felicidad
"I am not one to look for and fight for anyone, I learned that when they had the opportunity to stay but it was always easy for everyone to leave.","I am not one to look for and fight for anyone, I learned that when they had the opportunity to stay but it was always easy for everyone to leave.",felicidad
"I am not going to be able to go to a better place like when the people you enjoy going out with live in another province or in another country, UNIVERSO SACAME DE VENEZUELA NOWWWWWW.","I am not going to be able to go to a better place like when the people you enjoy going out with live in another province or in another country, UNIVERSO SACAME DE VENEZUELA NOWWWWWW.",ira
"I am not a member of the family, I am not a member of the family, I am not a member of the family.","I am not a member of the family, I am not a member of the family, I am not a member of the family.",tristeza
I am just so bitter today ???ê,I am just so bitter today ???ê,ira
I am in #shock and #awe and the places my #toddler manages to get his dinner.,I am in #shock and #awe and the places my #toddler manages to get his dinner.,miedo
I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? ???˙ will be sneaking up on me #frightened,I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? ???˙ will be sneaking up on me #frightened,miedo
I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? ???˙ will be sneaking up on me ,I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? ???˙ will be sneaking up on me ,miedo
I am always ready to .,I am always ready to .,felicidad
I am always ready to #smile.,I am always ready to #smile.,felicidad
I am about to be a coward and I feel terrible. But I can't even face this ????,I am about to be a coward and I feel terrible. But I can't even face this ????,miedo
"I am a simple human being who just really loves @aliciakeys like truly, madly, deeply rejoicing in her existence, class and queendom","I am a simple human being who just really loves @aliciakeys like truly, madly, deeply rejoicing in her existence, class and queendom",felicidad
"I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo","I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo",ira
"I always wanted to get out of this shitty country, but now you can't imagine, big bitch, here they don't learn anymore, they are going to take away even what we don't have again, I'm sick of it.","I always wanted to get out of this shitty country, but now you can't imagine, big bitch, here they don't learn anymore, they are going to take away even what we don't have again, I'm sick of it.",ira
I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,miedo
"I always said that I wanted to go to hell and now that I have the possibility to stay I'm shitting my pants, happy, anxious, nervous and sad for my family.","I always said that I wanted to go to hell and now that I have the possibility to stay I'm shitting my pants, happy, anxious, nervous and sad for my family.",felicidad
"I always said that I wanted to go to hell and now that I have the chance to stay I am shitting my pants, happy, anxious, nervous and sad for my family.","I always said that I wanted to go to hell and now that I have the chance to stay I am shitting my pants, happy, anxious, nervous and sad for my family.",miedo
"I always said I wanted to go to hell and now that I have the chance to stay I'm shitting my pants, happy, anxious, nervous and sad for my family.","I always said I wanted to go to hell and now that I have the chance to stay I'm shitting my pants, happy, anxious, nervous and sad for my family.",tristeza
I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,tristeza
I accept invitations to leave... to leave the country.,I accept invitations to leave... to leave the country.,felicidad
I absolutely love having an anxiety attack halfway through a family meal,I absolutely love having an anxiety attack halfway through a family meal,miedo
I #rejoice in following your statutes as one rejoices in great riches. -Psalm 119:14 #TheBible,I #rejoice in following your statutes as one rejoices in great riches. -Psalm 119:14 #TheBible,felicidad
I #love to #laugh and share #laughter as way to share #joy,I #love to #laugh and share #laughter as way to share #joy,felicidad
Huns are like a box of coffee revels #horrible,Huns are like a box of coffee revels #horrible,miedo
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,miedo
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED ,Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED ,miedo
"However, the concept of free quality education is unsustainable for economies in countries like Venezuela. That is why people leave.","However, the concept of free quality education is unsustainable for economies in countries like Venezuela. That is why people leave.",tristeza
"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety","However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety",miedo
"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety ","However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety ",miedo
"How would it be to go and try your luck in another country? People, places, language, loves, jobs, everything new.","How would it be to go and try your luck in another country? People, places, language, loves, jobs, everything new.",tristeza
"How wonderful to read this, without a doubt, great human beings who have decided to give themselves the opportunity to seek help and improve their quality of life away from Venezuela....","How wonderful to read this, without a doubt, great human beings who have decided to give themselves the opportunity to seek help and improve their quality of life away from Venezuela....",felicidad
How was Natalie one of the top three favorites?! #toofaced and #bitter ????,How was Natalie one of the top three favorites?! #toofaced and #bitter ????,ira
How to leave the country with 0 savings.pdf ,How to leave the country with 0 savings.pdf ,miedo
"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself","How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself",miedo
