,si,negociación,cambio,maduro,oposición,país,sanciones,política,gob,puede,gobierno,venezuela,vzla,problema,diésel,pues,políticos,crisis,estrategia,elección,político,ahora,acuerdos,usa,hoy,población,gente,poder,sino,condiciones,siempre,cambios,ser,votar,gracias,lucha,aunque,confianza,hace,claro,negociar,proceso,menos,frente,moneda,sector,participación,mismo,vida,guaidó,cualquier,abstención,tiempo,internacional,sólo,va,elecciones,capacidad,parte,negociaciones,¿qué,parece,partes,posibilidad,divisas,resolver,ayuda,control,hacer,acuerdo,economía,interna,mayoría,humanitarios,debe,biden,allá,puedes,opo,importante,mientras,todas,evento,realidad,humanitaria,apertura,pob,real,éxito,producción,instituciones,acción,decisión,abastecimiento,obvio,resultado,tema,tener,países,ninguna,tweet_tokenized
581,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['esta', 'es', 'una', 'batalla', 'política', 'hace', 'tiempo', 'que', 'no', 'es', 'una', 'batalla', 'legal', 'lo', 'relevante', 'es', 'si', 'sirve', 'no', 'para', 'mantener', 'articulación', 'interna', 'soporte', 'internacional', 'en', 'mi', 'opinión', 'sin', 'presentar', 'resultados', 'si', 'tiempo', 'está', 'contado']"
582,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['esa', 'puede', 'ser', 'una', 'fuente', 'pero', 'no', 'es', 'las', 'más', 'importante', 'divisas', 'de', 'exportaciones', 'de', 'oro', 'bienes', 'no', 'tradicionales', 'ron', 'cacao', 'camarones', 'frijoles', 'remesas', 'repatriación', 'de', 'divisas', 'contrabando', 'narco', 'demasiadas', 'fuentes', 'activas', 'que', 'sustituyen', 'al', 'petróleo']"
583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['no', 'el', 'es', 'un', 'año', 'de', 'ingrata', 'recordación', 'pase', 'lo', 'que', 'pase']"
584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['si', 'esa', 'será', 'la', 'marca', 'de', 'pero', 'difícilmente', 'se', 'visualiza', 'entrada', 'de', 'inversión', 'extranjera', 'clásica', 'es', 'más', 'para', 'nuevos”', 'actores', 'de', 'países', 'no', 'convencionales']"
585,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ningún', 'grupo', 'político', 'puede', 'sostenerse', 'permanentemente', 'sin', 'presentar', 'resultados', 'concretos', 'ese', 'será', 'su', 'reto', 'mayor', 'de', 'eso', 'dependerá', 'su', 'futuro']"
586,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['busca', 'darle', 'al', 'ejecutivo', 'el', 'poder', 'discrecional', 'de', 'privatizar', 'empresas', 'sectores', 'donde', 'hay', 'restricciones', 'constitucionales', 'es', 'un', 'mecanismo', 'para', 'buscar', 'inversión', 'extranjera', 'de', 'aliados', 'de', 'maduro', 'esquivar', 'sanciones', 'con', 'el', 'escudo', 'del', 'sector', 'privado']"
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['será', 'que', 'nunca', 'me', 'has', 'leído']"
588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['es', 'una', 'tesis', 'legal', 'que', 'ya', 'se', 'usos', 'en', 'algunos', 'casos', 'del', 'pasado', 'con', 'gobernadores', 'alcaldes', 'no', 'es', 'una', 'tesis', 'de', 'aceptación', 'universal', 'es', 'débil', 'en', 'la', 'medida', 'en', 'que', 'no', 'se', 'concreta', 'el', 'objetivo', 'para', 'el', 'que', 'se', 'plantea']"
589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['si', 'sigue', 'siendo', 'una', 'opción', 'interesante', 'inteligente']"
590,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['es', 'un', 'proceso', 'indetenible', 'pero', 'en', 'el', 'medio', 'del', 'aislamiento', 'las', 'sanciones', 'será', 'una', 'oferta', 'más', 'orientada', 'aliados', 'de', 'maduro', 'china', 'rusia', 'irán', 'turquía']"
591,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['si', 'estará', 'más', 'interesado', 'en', 'los', 'temas', 'humanitarios', 'exigirá', 'cambios', 'en', 'la', 'política', 'usa', 'que', 'no', 'ha', 'funcionado', 'puede', 'estar', 'más', 'interesado', 'en', 'su', 'relación', 'con', 'europa', 'frente', 'vzla', 'desechará', 'el', 'mantra', 'cese', 'de', 'usurpación', 'gob', 'de', 'transición', 'par', 'privilegiar', 'la', 'negociación', 'por', 'elección']"
592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['alimentos', 'tecnología', 'salud', 'distribución']"
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['se', 'necesitaría', 'revivir', 'la', 'estrategia', 'de', 'jesús', 'con', 'lazaro']"
594,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['siempre', 'hay', 'negociaciones', 'políticas', 'abiertas', 'encubiertas', 'pero', 'la', 'posibilidad', 'de', 'avanzar', 'dependerá', 'de', 'si', 'la', 'oposición', 'logra', 'no', 'repotenciar', 'su', 'poder', 'de', 'negociación', 'si', 'se', 'genera', 'no', 'una', 'posición', 'multilateral', 'entre', 'usa', 'ue', 'latam', 'sincerando', 'expectativas']"
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['todo', 'lo', 'que', 'facilite', 'las', 'transacciones', 'en', 'una', 'moneda', 'dura', 'es', 'positivo']"
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['no', 'hay', 'la', 'más', 'mínima', 'posibilidad', 'de', 'que', 'la', 'moneda', 'se', 'estabilice', 'corto', 'plazo', 'la', 'batalla', 'entre', 'inflación', 'devaluación', 'seguirá', 'siendo', 'un', 'juego', 'del', 'perro', 'mordiéndose', 'la', 'cola']"
597,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['lamentablemente', 'no', 'hay', 'expectativas', 'racionales', 'de', 'cambio', 'político', 'en', 'venezuela', 'en', 'no', 'se', 'trata', 'de', 'deseos', 'ni', 'de', 'derechos', 'sino', 'de', 'hechos', 'concretos', 'que', 'permitan', 'predecir', 'ese', 'cambio', 'más', 'allá', 'de', 'las', 'emociones', 'la', 'mayoría', 'de', 'loa', 'vzlanos', 'lo', 'tiene', 'hoy', 'totalmente', 'claro']"
598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['en', 'la', 'medida', 'en', 'que', 'más', 'transacciones', 'se', 'realizan', 'en', 'sin', 'que', 'se', 'puedan', 'reponer', 'monedas', 'billetes', 'formalmente', 'es', 'más', 'difícil', 'para', 'el', 'sector', 'comercial', 'tener', 'moneda', 'sencilla', 'para', 'el', 'menudeo', 'en', 'el', 'tiempo', 'también', 'se', 'envejecerán', 'los', 'billetes', 'la', 'gente', 'aceptará', 'cualquier', 'cosa']"
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['la', 'moneda', 'extranjera', 'que', 'se', 'deposita', 'en', 'la', 'banca', 'local', 'es', 'la', 'que', 'circula', 'en', 'efectivo', 'internamente', 'no', 'tiene', 'vías', 'expeditas', 'para', 'salir', 'es', 'normal', 'que', 'esté', 'en', 'la', 'banca', 'privada', 'protegida', 'bancarizada', 'siempre', 'habrá', 'riesgos', 'pero', 'guardarla', 'bajo', 'el', 'colchón', 'no', 'es', 'una', 'opción']"
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['necesitamos', 'llegar', 'la', 'azotea', 'en', 'bajamos', 'varios', 'pisos']"
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['no', 'se', 'recatarán', 'equilibrios', 'sin', 'confianza', 'no', 'habrá', 'confianza', 'hasta', 'que', 'no', 'se', 'produzcan', 'cambios', 'políticos', 'económicos', 'de', 'fondo', 'no', 'se', 'esperan', 'esos', 'cambios', 'corto', 'plazo', 'no', 'es', 'una', 'buena', 'noticia', 'pero', 'es', 'verdad']"
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['el', 'impacto', 'negativo', 'del', 'covid', 'la', 'cuarentena', 'sobre', 'la', 'actividad', 'económica', 'continuará', 'durante', 'por', 'lo', 'menos', 'un', 'semestre', 'más', 'no', 'hay', 'forma', 'de', 'evitarlo']"
603,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['mientras', 'más', 'tiempo', 'pasa', 'sin', 'que', 'la', 'oposición', 'pueda', 'presentar', 'sus', 'bases', 'mayoritarias', 'resultados', 'concretos', 'en', 'términos', 'de', 'cambio', 'político', 'más', 'difícil', 'es', 'sostener', 'el', 'respaldo', 'local', 'internacional', 'es', 'una', 'relación', 'más', 'que', 'evidente']"
604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['se', 'espera', 'un', 'aumento', 'de', 'la', 'radicalización', 'contra', 'los', 'miembros', 'de', 'la', 'an', 'internacionalmente', 'se', 'espera', 'que', 'los', 'países', 'que', 'no', 'reconocían', 'maduro', 'tampoco', 'lo', 'reconozcan', 'ahora', 'pero', 'los', 'que', 'reconocían', 'guaidó', 'se', 'fracturarán', 'frente', 'la', 'tesis', 'heterodoxa', 'de', 'continuidad', 'indefinida']"
605,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['ni', 'la', 'elección', 'parlamentaria', 'ni', 'la', 'consulta', 'popular', 'eran', 'eventos', 'de', 'integración', 'nacional', 'ni', 'fueron', 'el', 'resultado', 'de', 'un', 'proceso', 'de', 'negociación', 'política', 'ni', 'eran', 'elecciones', 'audítables', 'ni', 'recataron', 'los', 'equilibrios', 'políticos', 'pero', 'eso', 'lo', 'sabíamos', 'antes', 'no', 'hay', 'sorpresas', 'después']"
606,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['no', 'habrá', 'dolarizacion', 'oficial', 'con', 'un', 'gobierno', 'sancionado', 'es', 'sencillamente', 'imposible', 'pero', 'el', 'uso', 'masivo', 'de', 'divisas', 'los', 'permisos', 'para', 'operar', 'son', 'indetenibles']"
607,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['porque', 'no', 'tiene', 'opción', 'las', 'dolarizaciones', 'formales', 'requieren', 'acuerdos', 'con', 'la', 'reserva', 'federal', 'usa', 'eso', 'es', 'imposible', 'para', 'un', 'gobierno', 'sancionado', 'lo', 'máximo', 'que', 'puede', 'hacer', 'el', 'gob', 'es', 'permitir', 'que', 'el', 'mercado', 'opera', 'en', 'divisas', 'que', 'se', 'adapte', 'todo', 'el', 'sistema', '”de', 'facto”']"
608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['no', 'hay', 'una', 'receta', 'única', 'ni', 'mágica', 'pero', 'hay', 'una', 'recomendación', 'universal', 'tus', 'actividades', 'ingresos', 'deben', 'moverse', 'moneda', 'extranjera', 'siempre', 'perderás', 'la', 'carrera', 'contra', 'el', 'empobrecimiento', 'más', 'severo']"
609,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['no', 'hay', 'posibilidad', 'de', 'que', 'se', 'ejecute', 'una', 'dolarización', 'legal', 'de', 'la', 'economia', 'vzlana', 'mientras', 'las', 'autoridades', 'monetarias', 'el', 'gob', 'están', 'sancionados', 'lo', 'que', 'si', 'está', 'ocurriendo', 'es', 'una', 'dolarización', 'de', 'facto', 'más', 'permisividad', 'del', 'gob', 'local', 'para', 'que', 'se', 'opere', 'en', 'moneda', 'extranjera']"
610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['la', 'dolarización', 'transaccional', 'es', 'inevitable', 'eso', 'incluirá', 'operaciones', 'crediticias', 'en', 'moneda', 'extranjera']"
611,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['la', 'variable', 'clave', 'para', 'rescatar', 'la', 'estabilidad', 'es', 'la', 'confianza', 'no', 'se', 'esperan', 'cambios', 'que', 'permitan', 'ser', 'optimistas', 'en', 'vzla', 'lo', 'que', 'si', 'parece', 'claro', 'es', 'que', 'maduro', 'consolidará', 'la', 'apertura', 'la', 'dualizacion', 'del', 'país', 'dividiéndolo', 'entre', 'quienes', 'tienen', 'quienes', 'no', 'tienen', 'dólares']"
612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['tenemos', 'unos', 'minutos', 'para', 'nuestra', 'primera', 'sesión', 'de', 'preguntas', 'respuestas', 'del', 'comenzando', 'de', 'inmediato']"
613,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['lamento', 'profundamente', 'el', 'fallecimiento', 'de', 'don', 'alfredo', 'fernández', 'pineda', 'un', 'empresario', 'ejemplar', 'un', 'hombre', 'íntegro', 'que', 'deja', 'un', 'legado', 'maravilloso', 'de', 'trabajo', 'ejemplo', 'producción', 'en', 'venezuela', 'envío', 'un', 'gran', 'abrazo', 'nuestro', 'amigo', 'carlos', 'fernández', 'toda', 'su', 'familia', 'amigos']"
614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['zimrirosas', 'igualmente', 'para', 'todos', 'los', 'tuyos']"
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['mariaecheverz', 'igual', 'para', 'ti', 'los', 'tuyos']"
616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['el', 'covid', 'ha', 'limitado', 'el', 'encuentro', 'con', 'nuestras', 'familias', 'amigos', 'pero', 'se', 'mantiene', 'intacta', 'la', 'esperanza', 'en', 'que', 'pronto', 'nos', 'desquitaremos', 'con', 'más', 'besos', 'abrazos', 'que', 'nunca', 're', 'encontrándonos', 'para', 'celebrar', 'lo', 'más', 'importante', 'de', 'todo', 'la', 'vida', 'feliz', 'navidad']"
617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['joc', 'green', 'peace', 'claro', 'mejor', 'es', 'que', 'se', 'muera', 'la', 'gente', 'de', 'hambre', 'aunque', 'la', 'sanción', 'no', 'pueda', 'sacar', 'al', 'tirano', 'esa', 'si', 'es', 'muy', 'inteligente']"
618,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['biden', 'no', 'va', 'eliminar', 'sanciones', 'pero', 'introducirá', 'probablemente', 'elementos', 'más', 'útiles', 'las', 'propone', 'como', 'instrumento', 'de', 'negociación', 'política', 'con', 'quien', 'hay', 'que', 'negociar', 'el', 'gob', 'maduro', 'incorporará', 'los', 'temas', 'humanitarios', 'para', 'evitar', 'el', 'aumento', 'de', 'sufrimiento', 'inútil', 'del', 'pueblo']"
