tweet_tokenized,Sentiment,NB,SVM,DF
"['suficientes', 'billetes', 'baja', 'denominación', 'monedas', 'imposible', 'garantizar', 'comercios', 'dispongan', 'vueltos', 'exactos', 'limitación', 'técnica', 'obvia', 'externas', 'comerciantes', 'bien', 'hacen', 'esfuerzos', 'gigantes', 'mantener', 'operaciones']",Neutral,0,0,0
"['efectivos', 'entran', 'vzla', 'provienen', 'acuerdo', 'reserva', 'federal', 'sino', 'operaciones', 'entran', 'desordenadamente', 'circulación', 'monedas', 'puede', 'entonces', 'planificar', 'disponibilidad', 'efectivo', 'realizar', 'operaciones', 'completas', 'dar', 'vuelto', 'exacto']",Neutral,0,0,0
"['entiendo', 'paga', 'divisas', 'ofrecen', 'vuelto', 'exacto', 'moleste', 'importante', 'entender', 'debe', 'comerciantes', 'sino', 'déficit', 'monedas', 'billetes', 'pues', 'dolarización', 'informal', 'desordenada', 'efectivo', 'bs', 'suficiente', 'compensar']",Neutral,0,0,0
"['gatoxxx', 'jajaja', 'guao', 'revolucionario', 'venezuela', 'destruida', 'pulverizado', 'pib', 'primitivizada', 'agua', 'luz', 'diciendo', 'puede', 'vivir', 'así', 'tiempo', 'equivocado', 'enmarcarlo']",Neutral,0,0,0
"['apyme', 'estimado', 'henry', 'sanciones', 'gobierno', 'privados', 'importan', 'productos', 'bodegones', 'absolutamente', 'ver', 'cosa']",Neutral,0,0,0
"['nikita', 'cimbalas', 'jenbarretoleyva', 'problema', 'memoria', 'grave', 'nunca', 'presentado', 'marcel', 'datanálisis', 'accionista', 'cierto', 'tampoco', 'presentado', 'auditorium', 'santa', 'maria', 'nunca']",Neutral,0,0,0
"['gatoxxx', 'invito', 'oírlo', 'cambia', 'canal', 'contrario', 'problema', 'llama', 'masoquismo']",Neutral,0,0,0
"['gusgararq', 'pepeclavijoa', 'jajaja', 'analisis', 'tan', 'sofisticado', 'menos', 'mal', 'estudiaste', 'arquitectura', 'ciencias', 'políticas', 'raspan', 'curso']",Neutral,0,0,0
"['placer', 'compartir', 'partner', 'laureanomar\u2069', 'evaluar', 'realidad', 'vzlana', 'dos', 'perspectivas', 'común', 'transmitiremos', 'casa', 'teatro', 'auditorium', 'esperamos', 'datanalisis\u2069', 'wtcvalencia\u2069', 'foropeps']",Neutral,0,0,0
"['comunicado', 'cámara', 'transporte', 'centro', 'catracentro', 'alerta', 'riego', 'humanitario', 'corremos', 'frente', 'desabastecimiento', 'racionamiento', 'creación', 'mercados', 'negros', 'diesel', 'vzla', 'drama', 'ocurriendo', 'momento']",Neutral,0,0,0
"['ahora', 'une', 'problema', 'diesel', 'transporte', 'pasajeros', 'afectado', 'escasez']",Neutral,0,0,0
"['si', 'prohibe', 'importación', 'diesel', 'través', 'swap', 'petróleo', 'genera', 'colapso', 'abastecimiento', 'mayor', 'control', 'gob', 'asignación', 'cuotas', 'monetización', 'petróleo', 'liberan', 'dolarización', 'diesel', 'interno', 'ahora', 'cobra', 'regalo', 'lacito', 'maduro']",Neutral,0,0,0
"['cámara', 'transporte', 'centro', 'catracentro', 'envío', 'comunicado', 'oficial', 'levanta', 'alarmas', 'indica', 'racionamiento', 'diesel', 'genera', 'discrecionalidad', 'entregas', 'mercado', 'negro', 'paralización', 'amenaza', 'distribución', 'alimentos', 'medicinas', 'plena', 'pandemia']",Neutral,0,0,0
"['fedeagro', 'manifiesta', 'continuar', 'crisis', 'abastecimiento', 'diésel', 'sector', 'condenado', 'muerte', 'súbita”']",Neutral,0,0,0
"['sector', 'agroindustrial', 'enfrenta', 'problemas', 'críticos', 'falta', 'diesel', 'venezuela']",Neutral,0,0,0
"['estima', 'cada', 'camiones', 'transportan', 'alimentos', 'parados', 'falta', 'diésel']",Neutral,0,0,0
"['encontramos', 'industria', 'venezolana', 'afectada', 'abastecimiento', 'diésel', 'fundamental', 'operaciones', 'producción', 'distribución']",Neutral,0,0,0
"['hacemos', 'paneo', 'situación', 'diésel', 'venezuela', 'mirando', 'medios', 'nacionales', 'internacionales', '¿qué', 'encontramos', 'transportistas', 'desesperados', 'diésel', 'gasoil']",Neutral,0,0,0
"['basta', 'mirar', 'estaciones', 'servicio', 'país', 'largas', 'colas', 'camiones', 'transporte', 'alimentos', 'medicinas', 'varados', 'falta', 'diésel', 'espeluznarse', 'significa', 'gob', 'sino', 'población', 'inocente', 've', 'amenazada', 'vida']",Neutral,0,0,0
"['noviembre', 'expresamos', 'preocupación', 'crisis', 'abastecimiento', 'diésel', 'lucía', 'inevitable', 'insuficiencia', 'producción', 'local', 'calidad', 'prohibición', 'importación', 'diésel', 'reduce', 'dramáticamente', 'disponibilidad', 'realidad', 'alcanzó']",Neutral,0,0,0
"['cesarsaval', 'necesitas', 'billetes', 'equivalentes', 'dólares', 'efectivo', 'realmente', 'mecanismo', 'pago', 'masivo', 'emisión', 'billetes', 'valor', 'ser', 'gigante', 'llenar', 'demanda', 'valor', 'pierde', 'semanas', 'necesitarías']",Neutral,0,0,0
"['jimeaje', 'coye', 'bueno', 'dile', 'vaya', 'dar', 'clases', 'universidad', 'directo']",Neutral,0,0,0
"['nuevos', 'billetes', 'alta”', 'denominación', 'dólar', 'mayor', 'resuelven', 'inflación', 'escasez', 'efectivo', 'problema', 'maquinas', 'facturas', 'ceros', 'recuperar', 'confianza', 'sirve', 'pagar', 'transporte', 'dar', 'vueltos', 'si', 'ratico']",Neutral,0,0,0
"['rockola', 'rlozinski', 'circuitoexitos']",Neutral,0,0,0
"['listos', 'comenzar', 'participación', 'rockola', 'rlozinski', 'circuitoexitos']",Neutral,0,0,0
"['vzla', 'sólo', 'dos', 'instituciones', 'logran', 'altos', 'niveles', 'aprobación', 'confianza', 'población', 'iglesia', 'católica', 'empresarios', 'líderes', 'políticos', 'partidos', 'políticos', 'instituciones', 'poder', 'todas', 'tendencias', 'ubican', 'debajo']",Neutral,0,0,0
"['expulsión', 'embajadora', 'europea', 'aleja', 'solución', 'problema', 'menos', 'posibilidades', 'negociación', 'menos', 'interlocutores', 'válidos', 'menos', 'probable', 'ayuda', 'humanitaria', 'menos', 'posibilidades', 'cambio', 'interno', 'desastre', 'mire']",Neutral,0,0,0
"['expulsar', 'embajadora', 'unión', 'europea', 'decisión', 'dirigida', 'públicos', 'internos', 'élite', 'chavista', 'nivel', 'nacional', 'inmadura', 'impopular', 'aleja', 'cualquier', 'solución', 'negociada', 'condenándonos', 'aislamiento', 'primitivización']",Neutral,0,0,0
"['dicen', 'futuro', 'vzlanos', 'desastroso', 'cambios', 'politicos', 'cierto', 'vale', 'pena', 'garantizar', 'abastecimiento', 'enviarles', 'ayuda', 'humanitaria', 'decir', 'enfermo', 'grave', 'mejor', 'dejarlo', 'morir', 'atenderlo', 'medicarlo', 'acompañarlo']",Neutral,0,0,0
"['máximo', 'podemos', 'esperar', 'cambios', 'estructurales', 'reinstitucionalicen', 'país', 'parches', 'apertura', 'ayuda', 'humanitaria', 'reduzcan', 'peores', 'impactos', 'mantener', 'empresas', 'sobreviviendo”', 'población', 'subsistiendo”', 'nunca', 'creciendo', 'construyendo', 'bienestar']",Neutral,0,0,0
"['posible', 'rescatar', 'equilibrios', 'econ', 'recatar', 'confianza', 'pues', 'base', 'valor', 'moneda', 'decisiones', 'inversión', 'fijación', 'tasas', 'mínimas', 'requeridas', 'rendimiento', 'confianza', 'rescata', 'instituciones', 'serias', 'bien', 'escaso', 'vzla']",Neutral,0,0,0
"['fprego', 'llegar', 'gente', 'vacunas', 'pesar', 'maduro', 'ejemplo']",Neutral,0,0,0
"['pedro', 'telleria', 'gracias']",Neutral,0,0,0
"['meetandpotatoes', 'razón', 'hacerte', 'grafico']",Neutral,0,0,0
"['joselaurencios', 'verdad', 'importa', 'comino', 'piensen', 'gafos', 'importante', 'gente', 'racional', 'entienda', 'problema']",Neutral,0,0,0
"['crperezalfaro', 'parecer', 'viven', 'venezuela', 'piensan', 'sanciones', 'sólo', 'afectan', 'maduro', 'análisis', 'profundo', 'realidad']",Neutral,0,0,0
"['eduardo', 'hz', 'necesitas', 'cursar', 'materia', 'urgente', 'interpretación', 'politica', 'luego', 'vuelves', 'analizar', 'discutimos']",Neutral,0,0,0
"['oscarcito', 'mundo']",Neutral,0,0,0
"['guillent', 'desastre']",Neutral,0,0,0
"['phill', 'razón', 'pasado', 'década', 'sanciones', 'peor']",Neutral,0,0,0
"['luis', 'ayudar', 'maten', 'da', 'doble', 'vacunas', 'pueblo', 'pesar', 'maduro', 'interesante', 'interpretación']",Neutral,0,0,0
"['edinsoncamba', 'parece', 'entendiste']",Neutral,0,0,0
"['abogadorios', 'comiste', 'pedazo', 'cita', 'ora', 'jamás', 'ahora', 'vuelve', 'analizarlo', 'darás', 'cuenta', 'mismo', 'dale', 'si', 'puedes']",Neutral,0,0,0
"['herreramerys', 'ah', 'clarisimo', 'pedimos', 'jack', 'destripador', 'proteja', 'chicas', 'barrio', 'brillante']",Neutral,0,0,0
"['saul', 'parece', 'mientras', 'esperanza', 'mañana', 'suficiente', 'gente', 'proteja', 'hoy', 'coronavirus', 'ejemplo']",Neutral,0,0,0
"['sergio', 'oportunidades', 'seguir', 'poder', 'oportunidades', 'saquen', 'sacado', 'oportunidad', 'empobrecer', 'empobrecieron']",Neutral,0,0,0
"['alfenafe', 'dicho', 'maravilla', 'ahora', 'si', 'dices', 'sanciones', 'empeorado', 'dime', 'mejorarle', 'vida', 'aunque', 'sacaran', 'maduro']",Neutral,0,0,0
"['giorpin', 'bajo', 'tesis', 'entonces', 'respuesta', 'dejar', 'gente', 'sometida', 'muera', 'mientras', 'posible', 'vaya', 'evidentemente', 'pasado', 'años', 'ninguna', 'probabilidad', 'éxito', '¿esa', 'propuesta']",Neutral,0,0,0
"['luisdesanmartin', 'quién', 'hablando', 'normalizar', 'hablando', 'ayuda', 'humanitaria', 'población', 'peligro', 'maniqueísmo', 'pusiste']",Neutral,0,0,0
"['slbunny', 'hugosuarezm', 'buena', 'interpretación']",Neutral,0,0,0
"['abel', 'mp', 'alegro', 'estes', 'bienvenido', 'luchamos', 'pensar', 'igual', 'si', 'tener', 'derecho', 'pensar', 'cómo', 'quieras']",Neutral,0,0,0
"['mrbrightside', 'abrahan', 'bicho', 'tan', 'gafo']",Neutral,0,0,0
"['marinie', 'gracias']",Neutral,0,0,0
"['ledezma', 'jose', 'importa', 'hijos', 'adolescentes', 'lonque', 'sognifica', 'machacar', 'algún', 'momento', 'entenderán']",Neutral,0,0,0
"['jean', 'mil', 'gracias']",Neutral,0,0,0
"['meching', 'gracias']",Neutral,0,0,0
"['dawidaniel', 'solidaridad', 'cambios', 'demás', 'intereses']",Neutral,0,0,0
"['lenceantonio', 'ah', 'exacto', 'si', 'madre', 'enfermedad', 'grave', 'va', 'morir', 'entonces', 'damos', 'medicinas', 'atendemos', 'brillante', 'análisis']",Neutral,0,0,0
"['frank', 'silva', 'negociación', 'gente', 'vacuna', 'maduro', 'gana', 'interesante', 'interpretación']",Neutral,0,0,0
"['venezuelansaudi', 'gracias', 'aunque', 'verdad', 'espero', 'muchas', 'acuerdo', 'democracia', 'consenso', 'sino', 'diferencias', 'derechos', 'pensar', 'diferente']",Neutral,0,0,0
"['cadenasoctavio', 'dicho', 'irá', 'jamas', 'ahora', 'estrategias', 'sanciones', 'poniendo', 'peligro', 'gente', 'inocente', 'claro', 'va', 'puedes', 'ver', 'cuba', 'corta', 'zimbabue', 'irán']",Neutral,0,0,0
"['cuadrivio', 'exactamente']",Neutral,0,0,0
"['jorvintreyes', 'seguramente', 'número', 'neuronas']",Neutral,0,0,0
"['oskrzerpa', 'mucha', 'gen', 'ayuda', 'convertir', 'tema', 'humanitario', 'asunto', 'político', 'grave', 'equivocación', 'terrible', 'dilema', 'moral']",Neutral,0,0,0
"['marcosemora', '¿y', 'cómo', 'va', 'ayudamos', 'gen', 'vivir', 'pesar']",Neutral,0,0,0
"['eleazarengifo', 'mejor', '¿que', 'va', 'muera', 'gente', 'riesgo', 'vacunas']",Neutral,0,0,0
"['ofrecerte', 'ayuda', 'si', 'maduro', 'va', 'dejarte', 'morir', 'si', 'queda', 'sabiendo', 'además', 'irá', 'jamás', 'tampoco', 'importa', 'verdad', '¿te', 'parece', 'humanitario', 'parece', 'barbaridad']",Neutral,0,0,0
"['gobierno', 'venezolano', 'dejado', 'llegar', 'punto', 'vergonzoso', 'enfermedad', 'haber', 'actuado', 'garantizar', 'proceso', 'masivo', 'vacunación', 'solo', 'refuerza', 'sido', 'sorprendente', 'demás', 'dejen', 'manos', 'solución', 'problema']",Neutral,0,0,0
"['vacunación', 'vida', 'muerte', 'muchas', 'personas', 'asunto', 'humanitario', 'puede', 'debe', 'condicionarse', 'negociaciones', 'políticas', 'equivalente', 'usar', 'vida', 'inocentes', 'ficha', 'canje', 'acción', 'posría', 'llamarse', 'cualquier', 'forma', 'menos', 'humanitaria']",Neutral,0,0,0
"['vzla', 'penetración', 'covid', 'inferior', 'latam', 'allá', 'datos', 'oficiales', 'cuestionables”', 'registraron', 'crisis', 'hospitalarias', 'graves', 'inocultables', 'razón', 'aislamiento', 'mundo', 'vacuna', 'vzla', 'queda', 'desvalida', 'comparación', 'dramática']",Neutral,0,0,0
"['siempre', 'placer', 'conversar', 'luisolavarrieta', 'siempre', 'creativo', 'inteligente', 'profundo', 'vez', 'analizando', 'estrategia', 'empresas', 'pandemia']",Neutral,0,0,0
"['crisis', 'devasta', 'vzla', 'origina', 'modelo', 'primitivo', 'hostil', 'pulverizó', 'confianza', 'inversiones', 'instituciones', 'derechos', 'políticos', 'sanciones', 'resuelven', 'crisis', 'amplifican', 'inútilmente', 'problemas', 'absurdo', 'achacarles', 'raíz', 'problema']",Neutral,0,0,0
"['placer', 'compartir', 'informacion', 'análisis', 'diferentes', 'opiniones', 'conferencistas', 'tan', 'preparados', 'mariana', 'afectados', 'directamente', 'marien', 'sensibles', 'miguel', 'reestablecimiento', 'importaciones', 'diesel', 'fundamental', 'evitar', 'mayores', 'costos', 'humanitarios']",Neutral,0,0,0
"['pleasure', 'to', 'share', 'with', 'marianna', 'parraga', 'reuters', 'marien', 'vielma', 'chamber', 'of', 'transport', 'of', 'the', 'center', 'and', 'miguel', 'pizarro', 'to', 'talk', 'about', 'the', 'diesel', 'ban', 'to', 'venezuela', 'organized', 'by', 'washington', 'on', 'latin', 'america', 'wola']",Neutral,0,0,0
"['mañana', 'hora', 'caracas', 'conversación', 'interesante', 'impacto', 'económico', 'político', 'opinión', 'pública', 'prohibición', 'importación', 'diésel', 'venezuela']",Neutral,0,0,0
"['listos', 'pata', 'conversar', 'tumundobbc', 'futuro', 'crisis', 'venezuela']",Neutral,0,0,0
"['tarde', 'compartir', 'hijos', 'imperdible']",Neutral,0,0,0
"['siempre', 'gusto', 'compartir', 'amigos', 'visión', 'país']",Neutral,0,0,0
"['país', 'libre', 'establecer', 'mecanismos', 'migratorios', 'temas', 'humanitarios', 'distintos', 'supongo', 'tantos', 'chilenos', 'buenos', 'vivieron', 'trabajaron', 'criaron', 'hijos', 'vzla', 'huyendo', 'terror', 'acuerdo', 'repeler', 'militarmente', 'gente', 'vulnerable', 'frontera']",Neutral,0,0,0
"['debemos', 'agradecer', 'colombia', 'decisión', 'dar', 'vzlanos', 'país', 'estatus', 'legal', 'fundamental', 'viven', 'drama', 'vida', 'tener', 'salir', 'propio', 'país', 'distinto', 'vemos', 'frontera', 'chilena', 'deportando', 'personas', 'buscan', 'sobrevivir']",Neutral,0,0,0
"['país', 'mundo', 'crisis', 'palabra', 'clave', 'humanitario”', 'debe', 'encima', 'cálculos', 'políticos', 'trata', 'ética', 'sensibilidad', 'moral', 'si', 'basta', 'quizás', 'vela', 'pena', 'recordar', 'historia', 'necesidad', 'reciprocidad']",Neutral,0,0,0
"['discutiremos', 'viernes', 'amigos', 'washington', 'on', 'latin', 'america', 'wola', 'impactos', 'prohibición', 'importación', 'diésel', 'venezuela', 'placer', 'compartir', 'marianna', 'parraga', 'reuters', 'marien', 'vielma', 'cámara', 'transporte', 'miguel', 'pizarro']",Neutral,0,0,0
"['tiovervain', 'negocias', 'secuestro', '¿con', 'beato', 'iglesia']",Neutral,0,0,0
"['regnaulttineo', 'si', 'negocias', 'monjitas', 'cole']",Neutral,0,0,0
"['¿qué', 'decimos', 'niño', 'cancer', 'espere', 'saquemos', 'maduro', 'poder', 'tiempo', 'indeterminado', 'incierto', 'juzgar', 'resultados', 'poder', 'producir', 'traer', 'distribuir', 'medicinas', 'necesita', 'vivir', '¿o', 'dejamos', 'manos', 'hace']",Neutral,0,0,0
"['buscar', 'soluciones', 'problemas', 'operativos', 'sector', 'privado', 'garantizar', 'abastecimiento', 'alimentos', 'medicinas', 'servicios', 'responsabilidad', 'social', 'humanitaria', 'sólo', 'puede', 'negociar', 'controla', 'territorio', 'abstracciones']",Neutral,0,0,0
"['natural', 'sector', 'privado', 'manteniendo', 'crítica', 'terribles', 'condiciones', 'derechos', 'políticos', 'contactos', 'gob', 'control', 'territorial', 'garantizar', 'millones', 'vzlanos', 'vzla', 'comida', 'medicinas', 'servicios', 'lvl', 'shirleyvarnagy']",Neutral,0,0,0
"['duda', 'buena', 'noticia', 'líderes', 'políticos', 'opositores', 'hablen', 'necesidad', 're', 'unificarse', 'reconstruir', 'estrategia', 'lucha', 'política', 'reto', 'disposición', 'convierta', 'acción', 'pese', 'diferencias', 'lvl', 'shirleyvarnagy']",Neutral,0,0,0
"['claro', 'liderazgo', 'político', 'vzla', 'objetivo', 'ayuda', 'internacional', 'debe', 'ser', 'estimular', 'integración', 'desarrollo', 'reglas', 'comunes', 'dirimir', 'diferencias', 'estimularlo', 'retomar', 'posiciones', 'lucha', 'política', 'campo', 'acción', 'lvl', 'shirleyvarnagy']",Neutral,0,0,0
"['lucha', 'política', 'debe', 'ser', 'integral', 'flancos', 'dar', 'vzla', 'apoyo', 'internacional', 'importante', 'útil', 'jamás', 'sustituto', 'si', 'quedas', 'dependiendo', 'sólo', 'ayudan', 'afuera', 'guindado', 'brocha', 'lvl', 'shirleyvarnagy']",Neutral,0,0,0
"['problema', 'diferencias', 'líderes', 'opositores', 'clave', 'consensuar', 'único', 'requiere', 'democracia', 'reglas', 'juego', 'través', 'cuáles', 'dirimir', 'disenso', 'reglas', 'comunes', 'oposición', 'condenada', 'pulverización', 'lvl', 'shirleyvarnagy']",Neutral,0,0,0
"['natural', 'diferentes', 'posiciones', 'dentro', 'oposición', 'reflejo', 'típico', 'democracia', 'derecho', 'expresarse', 'intentar', 'propuesta', 'oída', 'implementada', 'unidad', 'pensamiento', 'monopolio', 'autocracias', 'lvl', 'shirleyvarnagy']",Neutral,0,0,0
"['italmary', 'pastel', 'tan', 'grande', 'cabeza', 'primero', 'aclárate', 'estudia', 'aprende', 'leer', 'artículos', 'investigar', 'entender', 'diferencia', 'objetividad', 'deseos', 'entonces', 'hablamos', 'siempre', 'orden', 'discutir', 'primero', 'entender']",Neutral,0,0,0
"['mil', 'gracias', 'participación', 'vemos', 'nueva', 'oportunidad']",Neutral,0,0,0
"['elecciones', 'parlamentarias', 'consulta', 'popular', 'eventos', 'cumplieron', 'condiciones', 'democráticas', 'participación', 'integral', 'todas', 'partes', 'transparencia', 'auditoría', 'local', 'internacional', 'motivación', 'poblacional', 'eventos', 'partes', 'país']",Neutral,0,0,0
"['pese', 'devaluación', 'severa', 'reciente', 'inflación', 'interna', 'sigue', 'siendo', 'superior', 'presenta', 'fuerte', 'rezago', 'cambiario', 'sobrevaluación', 'evidente', 'hiper', 'estimula', 'importaciones', 'desestimula', 'producción', 'local']",Neutral,0,0,0
"['usar', 'información', 'demostrada', 'científicamente', 'comprobada', 'tratamientos', 'covid', 'pueblo', 'amenazado', 'pandemia', 'acción', 'deplorable', 'peligrosa', 'impresentable']",Neutral,0,0,0
"['gafo', 'vale', 'dos']",Neutral,0,0,0
"['bancos', 'privados', 'venezolanos', 'bancos', 'corresponsales', 'gobierno', 'instituciones', 'sancionadas']",Neutral,0,0,0
"['criptomonedas', 'forman', 'parte', 'nueva', 'economía', 'quizás', 'falta', 'tiempo', 'masifiquen', 'consoliden', 'camino', 'duda', 'recorreremos', 'futuro']",Neutral,0,0,0
"['recatar', 'confianza', 'cielo', 'límite']",Neutral,0,0,0
"['mundo', 'globalizado', 'cambios', 'podrían', 'generar', 'mucha', 'rapidez', 'pasado', 'igual', 're', 'estabilización', 'tomará', 'menos', 'década']",Neutral,0,0,0
"['respeto', 'opinión', 'ojalá', 'razón', 'compadece', 'experiencia', 'histórica', 'países', 'sancionados', 'aislados', 'cuyos', 'gobiernos', 'quedado', 'décadas', 'poder', 'cuba', 'siria', 'irán', 'corea', 'norte', 'zimbabue', 'innumerables', 'países', 'africanos']",Neutral,0,0,0
"['creo', 'proceso', 'negación', 'venezuela', 'tratará', 'combinar', 'ambas', 'apuntando', 'avanzar', 'segunda']",Neutral,0,0,0
"['error', 'pensar', 'crisis', 'generan', 'estímulos', 'lucha', 'negativos', 'desactivadores', 'tristeza', 'frustración', 'miedo', 'angustia', 'genera', 'huida', 'habituación', 'experiencia', 'africana', 'contundente', 'lucha', 'estimula', 'plano', 'político', 'económico']",Neutral,0,0,0
"['siempre', 'sostenido', 'forma', 'resolver', 'problema', 'venezuela', 'negociación', 'política', 'negociación', 'funcione', 'primero', 'oposición', 'negociar', 'internamente', 'construir', 'estrategia', 'común', 'liderazgo', 'sólido', 'hoy', 'existe']",Neutral,0,0,0
"['momento', 'gente', 'debate', 'izquierda', 'derecha', 'sino', 'genera', 'expectativas', 'cambio', 'solución', 'problemas', 'cotidianos', 'población']",Neutral,0,0,0
"['espera', 'condiciones', 'mínimas', 'elección', 'pueda', 'reflejar', 'aunque', 'manera', 'imperfecta', 'opinión', 'mayorías', 'busca', 'presionar', 'hagan', 'cesiones', 'tema', 'poder', 'negociación', 'ser', 'amenaza', 'creíble', 'difícil', 'lograrlo']",Neutral,0,0,0
"['liderazgos', 'ser', 'vivo', 'nacen', 'desarrollan', 'montańa', 'rusa', 'suben', 'bajan', 'mueren', 'quedan', 'recuerdo', 'pasan', 'desapercibidos', 'demanda', 'liderazgos', 'siempre', 'genera', 'propia', 'oferta', 'vez', 'vacíos', 'corto', 'plazo']",Neutral,0,0,0
"['mientras', 'gob', 'verá', 'presionado', 'privatizar', 'internacionalizar', 'actividades', 'econ', 'servicios', 'públicos', 'aislamiento', 'oposición', 'presionada', 'nacionalizar', 'actividad', 'política', 'hoy', 'mayoritariamente', 'ejecutada', 'dependiente', 'exterior', 'capacidad', 'resolución']",Neutral,0,0,0
"['lamentablemente', 'remota', 'idea']",Neutral,0,0,0
"['campo', 'aún', 'contamos', 'información', 'valoración', 'regionales', 'si', 'sabemos', 'perfectamente', 'dirigencia', 'regional', 'partidos', 'presionará', 'duro', 'participar', 'factor', 'división', 'oposición', 'intereses', 'encontrados']",Neutral,0,0,0
"['valor', 'bolívar', 'pulverizado', 'funciones', 'prácticamente', 'inexistentes', 'pérdida', 'valor', 'hace', 'ridiculo', 'imprimir', 'moneda', 'tendencia', 'dejarla', 'moneda', 'virtual', 'referencial', 'operar', 'transaccionalmente', 'moneda', 'extranjera']",Neutral,0,0,0
"['dos', 'tipos', 'cuenta', 'cuentas', 'exportables', 'custodias', 'exportables', 'reciben', 'dinero', 'exportadores', 'inversionistas', 'traen', 'recursos', 'pueden', 'transferir', 'custodias', 'solo', 'efectivo', 'circula', 'vzla', 'posibilidad', 'transferencia', 'directa']",Neutral,0,0,0
"['respuesta', 'común', 'toda', 'venezuela', 'devaluación', 'tipo', 'cambio', 'sido', 'menor', 'inflación', 'interna', 'bolivares', 'obliga', 'comerciantes', 'aumentar', 'precios', 'dólares', 'obtener', 'misma', 'cantidad', 'bolívares', 'pagar', 'costos', 'internos']",Neutral,0,0,0
"['debe', 'hablar', 'ambas', 'dimensiones', 'supuesto', 'objetivo', 'central', 'resolver', 'origina', 'crisis', 'población', 'gob', 'mientras', 'producen', 'cambios', 'inhumano', 'amplificar', 'sufrimiento', 'gente', 'inocente', 'esperanza', 'ayude', 'solución']",Neutral,0,0,0
"['dado', 'quedaron', 'muchas', 'preguntas', 'sesión', 'ayer', 'responder', 'dedicamos', 'minutos', 'chance', 'nuevas', 'preguntas', 'hoy', 'espero', 'menos', 'atender', 'grupos', 'inquietudes', 'quedaron', 'pendientes']",Neutral,0,0,0
"['mil', 'gracias', 'preguntas', 'entiendo', 'muchas', 'forma', 'atenderla', 'todas', 'trataré', 'agruparlas', 'inquietudes', 'trabajarlas', 'nuevo', 'breve']",Neutral,0,0,0
"['si', 'mismo', 'impacto']",Neutral,0,0,0
"['data', 'aún', 'campo', 'compartiremos', 'tenerla']",Neutral,0,0,0
"['claro', 'tendencia', 'apertura', 'viendo', 'solo', 'aumentará']",Neutral,0,0,0
"['cualquier', 'intento', 'negociación', 'respiro', 'significa', 'garantizado', 'ningún', 'resultado']",Neutral,0,0,0
"['parece', 'tratarán', 'presionar', 'entrar', 'negociación', 'meta', 'paquete', 'elección', 'presidencial', 'lográndolo', 'probable', 'oposición', 'vea', 'presionada', 'internamente', 'participar', 'incluso', 'condiciones', 'mejores']",Neutral,0,0,0
"['seguramente', 'si', 'decisión', 'operativa', 'colapsaren', 'computadoras', 'máquinas', 'registradoras', 'absolutamente', 'ningún', 'impacto', 'real', 'rescatar', 'equilibrios']",Neutral,0,0,0
"['tal', 'funcionando', 'cuentas', 'custodia', 'principales', 'bancos', 'hace', 'meses', 'si', 'dólares', 'cuenta', 'puedes', 'pagar', 'dólares', 'bolívares', 'cambio', 'oficial']",Neutral,0,0,0
"['mientras', 'rescate', 'confianza', 'reinstitucionalización', 'cambio', 'político', 'posibilidad', 'estabilizar', 'tipo', 'cambio', 'nula']",Neutral,0,0,0
"['aunque', 'autorizara', 'gobierno', 'venezolano', 'creo', 'forma', 'regularizar', 'operaciones', 'financieras', 'venezolana', 'medio', 'sanciones', 'financieras']",Neutral,0,0,0
"['absolutamente', 'ninguna', 'posibilidad', 'reserva', 'federal', 'autorice', 'dolarizacion', 'formal', 'pais', 'sancionados', 'planteado', 'momento', 'dolarización', 'fáctica', 'procedimental', 'formal', 'estable']",Neutral,0,0,0
"['lamentablemente', 'oposición', 'decida', 'evento', 'ocurrirá', 'convenga', 'gobierno', 'sig', 'utica', 'oposición', 'pueda', 'tomar', 'ventajas']",Neutral,0,0,0
"['pandemia', 'afectado', 'toda', 'economía', 'mundial', 'incluyendo', 'venezuela', 'sectores', 'ganadores', 'perdedores', '¿quien', 'gana', 'alimentos', 'cercanos', 'tecnología', 'salud', 'medicamentos', 'distribución', 'última', 'milla', 'importantes']",Neutral,0,0,0
"['ninguna', 'forma', 'bonos', 'deuda', 'venezolana', 'congelados', 'sancionados', 'resuelva', 'crisis', 'interna', 'levantarán', 'sanciones', 'posibilidad', 'rescatarlos', 'cobrar', 'nula']",Neutral,0,0,0
"['totalmente', 'acuerdo', 'reglas', 'juego', 'común', 'permitan', 'dirimir', 'disidencias', 'oposición', 'surgimiento', 'objetivo', 'comun', 'allá', 'discursos', 'políticos', 'abstractos', 'absurdos', 'irrealizables', 'posibilidad', 'cambio', 'nula']",Neutral,0,0,0
"['momento', 'cuentas', 'custodia', 'dólares', 'funcionando', 'perfectamente', 'bien', 'mueven', 'moneda', 'extranjera', 'claro', 'existen', 'riesgos', 'país', 'efectivo', 'circula', 'poder', 'salir', 'decisión', 'sino', 'necesidad', 'usar', 'banca']",Neutral,0,0,0
"['lamentablemente', 'recuperación', 'crédito', 'formalicen', 'créditos', 'moneda', 'extranjera']",Neutral,0,0,0
"['presentando', 'proceso', 'apertura', 'económica', 'aunque', 'resultado', 'aprendizaje', 'real', 'inteligente', 'absolutamente', 'imparable', 'si', 'veremos', 'apertura', 'económico', 'aunque', 'así', 'político']",Neutral,0,0,0
