tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized,neg,neu,pos,sentiment
@Gianfra_80  deja de llamar a esta señora  https://t.co/H17mHQwiKK,"['gianfra', 'deja', 'llamar', 'señora']",@ Gianfra_80 stop calling this lady https://t.co/H17mHQwiKK,"['gianfra', 'stop', 'calling', 'lady']",0.423,0.577,0.0,Neutral
"Lo que yo digo, es que el madrid no puede llegar sin una polémica arbitral ?","['digo', 'madrid', 'puede', 'llegar', 'polémica', 'arbitral']","What I say, is that Madrid cannot arrive without a controversial referee?","['say', 'madrid', 'cannot', 'arrive', 'without', 'controversial', 'referee']",0.193,0.807,0.0,Neutral
#FutbolTotalDIRECTVIniesta #FutbolTotalDIRECTVNOPENAL recuerda el robo del juego perfecto a Armando Galarraga en Detroit por parte del árbitro,"['futboltotaldirectviniesta', 'futboltotaldirectvnopenal', 'recuerda', 'robo', 'juego', 'perfecto', 'armando', 'galarraga', 'detroit', 'parte', 'árbitro']",#FutbolTotalDIRECTVIniesta #FutbolTotalDIRECTVNOPENAL remembers the theft of the perfect game from Armando Galarraga in Detroit by the referee,"['futboltotaldirectviniesta', 'futboltotaldirectvnopenal', 'remembers', 'theft', 'perfect', 'game', 'armando', 'galarraga', 'detroit', 'referee']",0.0,0.709,0.291,Neutral
#FutbolTotalDIRECTVNOPENAL que estafa!!,"['futboltotaldirectvnopenal', 'estafa']",#FutbolTotalDIRECTVNOPENAL what a scam !!,"['futboltotaldirectvnopenal', 'scam']",0.787,0.213,0.0,Negativo
Como me hubiese encantado que la suspensión de Panamá a Venezuela hubiese llegado al menos unos 10 años atrás cuando miles de “raspa cupos” se fueron a ese país a llenarlo de dólares,"['encantado', 'suspensión', 'panamá', 'venezuela', 'llegado', 'menos', 'años', 'atrás', 'miles', 'raspa', 'cupos”', 'país', 'llenarlo', 'dólares']","How I would have loved that the suspension from Panama to Venezuela had come at least 10 years ago when thousands of ""scratch quotas"" went to that country to fill it with dollars.","['would', 'loved', 'suspension', 'panama', 'venezuela', 'come', 'least', 'years', 'ago', 'thousands', 'scratch', 'quotas', 'went', 'country', 'fill', 'dollars']",0.0,0.794,0.206,Neutral
"Incomodo el Sevilla, pero “nosotros somos nosotros” y salimos de las incomodidades","['incomodo', 'sevilla', 'nosotros”', 'salimos', 'incomodidades']","Sevilla are uncomfortable, but ""we are us"" and we came out of the discomfort","['sevilla', 'uncomfortable', 'us', 'came', 'discomfort']",0.643,0.357,0.0,Negativo
"@credicardve @BODoficial  la misma pregunta que le hice a @Banesco ,espero que ustedes si respondan. No es ilegal que un comercio al que se le dio un punto de venta se niegue a aceptar TDC? si es así como se denuncia ese comercio para ser sancionado o retirado su POS","['credicardve', 'bodoficial', 'misma', 'pregunta', 'hice', 'banesco', 'espero', 'ustedes', 'si', 'respondan', 'ilegal', 'comercio', 'dio', 'punto', 'venta', 'niegue', 'aceptar', 'tdc', 'si', 'así', 'denuncia', 'comercio', 'ser', 'sancionado', 'retirado', 'pos']","@credicardve @BODoficial the same question I asked @Banesco, I hope you do answer. Isn't it illegal for a store that was given a point of sale to refuse to accept TDC? If this is how the trade is reported to be sanctioned or its POS withdrawn","['credicardve', 'bodoficial', 'question', 'asked', 'banesco', 'hope', 'answer', 'illegal', 'store', 'given', 'point', 'sale', 'refuse', 'accept', 'tdc', 'trade', 'reported', 'sanctioned', 'pos', 'withdrawn']",0.212,0.586,0.201,Neutral
@Banesco es legal que un comercio que tiene punto de venta se niegue a aceptar las tarjetas de crédito ? Si no es así como se denuncia para que le adviertan que puede perder el punto,"['banesco', 'legal', 'comercio', 'punto', 'venta', 'niegue', 'aceptar', 'tarjetas', 'crédito', 'si', 'así', 'denuncia', 'adviertan', 'puede', 'perder', 'punto']",@Banesco is it legal for a business that has a point of sale to refuse to accept credit cards? If this is not how you report it so that they warn you that you may lose the point,"['banesco', 'legal', 'business', 'point', 'sale', 'refuse', 'accept', 'credit', 'cards', 'report', 'warn', 'may', 'lose', 'point']",0.3,0.381,0.319,Neutral
@Banesco Deberían también retirar o quitarle la afiliación de los POS a aquellos comercios que teniendo un punto banesco no aceptan pagos con TDC,"['banesco', 'deberían', 'retirar', 'quitarle', 'afiliación', 'pos', 'aquellos', 'comercios', 'punto', 'banesco', 'aceptan', 'pagos', 'tdc']","@Banesco They should also withdraw or remove the affiliation of the POS to those businesses that, having a Banesco point, do not accept payments with TDC","['banesco', 'also', 'withdraw', 'remove', 'affiliation', 'pos', 'businesses', 'banesco', 'point', 'accept', 'payments', 'tdc']",0.0,0.809,0.191,Neutral
"Y una cabeza amaneció colgada en Bolívar, no debe ser tan difícil conectar estas atrocidades  https://t.co/kDmtXEOk9R","['cabeza', 'amaneció', 'colgada', 'bolívar', 'debe', 'ser', 'tan', 'difícil', 'conectar', 'atrocidades']","And a head dawned hanging in Bolívar, it should not be so difficult to connect these atrocities https://t.co/kDmtXEOk9R","['head', 'dawned', 'hanging', 'bolívar', 'difficult', 'connect', 'atrocities']",0.294,0.706,0.0,Neutral
"No se si sentirme orgulloso o triste por este video, Dios cuide a todos los venezolanos de bien dentro y fuera de nuestro país  https://t.co/U3ynqLIs3A","['si', 'sentirme', 'orgulloso', 'triste', 'video', 'dios', 'cuide', 'venezolanos', 'bien', 'dentro', 'país']","I do not know whether to feel proud or sad for this video, God take care of all Venezuelans well inside and outside our country https://t.co/U3ynqLIs3A","['know', 'whether', 'feel', 'proud', 'sad', 'video', 'god', 'take', 'care', 'venezuelans', 'well', 'inside', 'outside', 'country']",0.137,0.398,0.465,Positivo
"Siempre he pensado esto, decir que se fue todo el talento ofende a quienes aún estamos aquí luchando por el pais.  https://t.co/3IMubjcFDl","['siempre', 'pensado', 'decir', 'talento', 'ofende', 'aún', 'aquí', 'luchando', 'pais']","I've always thought about this, saying that all the talent left offends those of us who are still here fighting for the country. https://t.co/3IMubjcFDl","['always', 'thought', 'saying', 'talent', 'left', 'offends', 'us', 'still', 'fighting', 'country']",0.359,0.458,0.183,Neutral
Sectores de colinas de bello monte #sinluz desde la 1:00 am. @CORPOELECM  @CORPOELECinfo sin respuesta,"['sectores', 'colinas', 'bello', 'monte', 'sinluz', 'am', 'corpoelecm', 'corpoelecinfo', 'respuesta']",Sectors of hills of beautiful mount #sinluz from 1:00 am. @CORPOELECM @CORPOELECinfo no response,"['sectors', 'hills', 'beautiful', 'mount', 'sinluz', 'corpoelecm', 'corpoelecinfo', 'response']",0.0,0.642,0.358,Neutral
@JosefaLeon Si fue algo súbito muchas explosiones como de fuegos artificiales  las ubicó más bien en bello monte altura de ciudad banesco,"['josefaleon', 'si', 'súbito', 'muchas', 'explosiones', 'fuegos', 'artificiales', 'ubicó', 'bien', 'bello', 'monte', 'altura', 'ciudad', 'banesco']","@JosefaLeon If it was something sudden, many explosions such as fireworks, he located them rather in beautiful mountain height of Banesco city","['josefaleon', 'something', 'sudden', 'many', 'explosions', 'fireworks', 'located', 'rather', 'beautiful', 'mountain', 'height', 'banesco', 'city']",0.0,0.755,0.245,Neutral
"Explosiones en bello monte, pareciera un depósito de fuegos artificiales !! Alguna información ?","['explosiones', 'bello', 'monte', 'pareciera', 'depósito', 'fuegos', 'artificiales', 'alguna', 'información']","Explosions in a beautiful mountain, it looks like a fireworks deposit! Some information ?","['explosions', 'beautiful', 'mountain', 'looks', 'like', 'fireworks', 'deposit', 'information']",0.0,0.484,0.516,Positivo
@HIDROCAPITALca  podrían indicar cuál es el cronograma de suministros para colinas de bello monte? Porque no hay ninguna información ( si la hay por favor indíquenme donde) sobre porque tenemos 2 semanas sin agua?,"['hidrocapitalca', 'podrían', 'indicar', 'cuál', 'cronograma', 'suministros', 'colinas', 'bello', 'monte', 'ninguna', 'información', 'si', 'favor', 'indíquenme', 'semanas', 'agua']","@HIDROCAPITALca could you indicate what is the supply schedule for the hills of Bello Monte? Why is there no information (if there is, please tell me where) about why we have 2 weeks without water?","['hidrocapitalca', 'could', 'indicate', 'supply', 'schedule', 'hills', 'bello', 'monte', 'information', 'please', 'tell', 'weeks', 'without', 'water']",0.0,0.85,0.15,Neutral
@HIDROCAPITALca  podrían informar porque desde la semana pasada no hay agua en colinas de bello monte abajo y cuál es la fecha estimada de regularización del suministro para esta zona ??,"['hidrocapitalca', 'podrían', 'informar', 'semana', 'pasada', 'agua', 'colinas', 'bello', 'monte', 'abajo', 'cuál', 'fecha', 'estimada', 'regularización', 'suministro', 'zona']",@HIDROCAPITALca could report because since last week there is no water in the hills of beautiful mountains and what is the estimated date of regularization of the supply for this area?,"['hidrocapitalca', 'could', 'report', 'since', 'last', 'week', 'water', 'hills', 'beautiful', 'mountains', 'estimated', 'date', 'regularization', 'supply', 'area']",0.0,0.782,0.218,Neutral
#Irapa Mun. Mariño del estado sucre cumple hoy 3 días sin luz sin que siquiera una nota de prensa aparezca en alguna parte! Hasta  cuando se somete a la gente a tanto padecimiento ?,"['irapa', 'mun', 'mariño', 'sucre', 'cumple', 'hoy', 'días', 'luz', 'siquiera', 'nota', 'prensa', 'aparezca', 'alguna', 'parte', 'somete', 'gente', 'padecimiento']",#Irapa Mun. Mariño from the state of Sucre is today 3 days without electricity without even a press release appearing anywhere! Until when are people subjected to so much suffering?,"['irapa', 'mun', 'mariño', 'state', 'sucre', 'today', 'days', 'without', 'electricity', 'without', 'even', 'press', 'release', 'appearing', 'anywhere', 'people', 'subjected', 'much', 'suffering']",0.147,0.853,0.0,Neutral
"Que mal ha hecho el estado Sucre para tener que pagar con tanto desamor por parte de cada uno de los gobernantes de turno? .. pueblo noble, tranquilo, tierra de uno de los hombres más grandes,sumido siempre en la desidia y el abandono.","['mal', 'hecho', 'sucre', 'tener', 'pagar', 'desamor', 'parte', 'cada', 'gobernantes', 'turno', 'pueblo', 'noble', 'tranquilo', 'tierra', 'hombres', 'grandes', 'sumido', 'siempre', 'desidia', 'abandono']","What wrong has the Sucre state done to have to pay with so much heartlessness on the part of each of the current rulers? .. noble, quiet town, land of one of the greatest men, always mired in laziness and abandonment.","['wrong', 'sucre', 'state', 'done', 'pay', 'much', 'heartlessness', 'part', 'current', 'rulers', 'noble', 'quiet', 'town', 'land', 'one', 'greatest', 'men', 'always', 'mired', 'laziness', 'abandonment']",0.345,0.442,0.212,Neutral
@masterroots Y a mi con un poco loco ja ja,"['masterroots', 'loco', 'ja', 'ja']",@masterroots And me with a little crazy ha ha,"['masterroots', 'little', 'crazy', 'ha', 'ha']",0.345,0.655,0.0,Neutral
"@mlisson18 @mlisson18  éxito en lo que emprendas y donde estés!!  Recuerdo cuando te vi jugar por primera vez con “el enemigo” ja ja, y pensé ojalá Magallanes pudiese hacerse de este chamo.. me quede corto con el jugador que te convertiste! Éxito bro!","['mlisson', 'mlisson', 'éxito', 'emprendas', 'recuerdo', 'vi', 'jugar', 'primera', 'vez', 'enemigo”', 'ja', 'ja', 'pensé', 'ojalá', 'magallanes', 'pudiese', 'hacerse', 'chamo', 'quede', 'corto', 'jugador', 'convertiste', 'éxito', 'bro']","@ mlisson18 @ mlisson18 success in whatever you undertake and wherever you are !! I remember when I saw you play for the first time with ""the enemy"" hahaha, and I thought I wish Magellan could make this guy ... I fell short of the player you became! Success bro!","['mlisson', 'mlisson', 'success', 'whatever', 'undertake', 'wherever', 'remember', 'saw', 'play', 'first', 'time', 'enemy', 'hahaha', 'thought', 'wish', 'magellan', 'could', 'make', 'guy', 'fell', 'short', 'player', 'became', 'success', 'bro']",0.091,0.492,0.417,Neutral
@Magallanes_bbc Vamos Magallanes a hacer al menos 3   Más,"['magallanes', 'bbc', 'vamos', 'magallanes', 'hacer', 'menos']",@Magallanes_bbc Let's Magellan make at least 3 more,"['magallanes', 'bbc', 'let', 'magellan', 'make', 'least']",0.0,1.0,0.0,Neutral
Apenas son las 12:05 y ya los leones caen por inocentes ? foul ball !,"['apenas', 'leones', 'caen', 'inocentes', 'foul', 'ball']",It's barely 12:05 and the lions are already falling for innocents? foul ball!,"['barely', 'lions', 'already', 'falling', 'innocents', 'foul', 'ball']",0.158,0.593,0.249,Neutral
No podía ser de otra forma!! Esperar que este caracas Magallanes terminase en el 9no era como mucho pedir !,"['podía', 'ser', 'forma', 'esperar', 'caracas', 'magallanes', 'terminase', 'pedir']",It could not be otherwise!! Waiting for this Caracas Magellan to finish in the 9th was like asking too much!,"['could', 'otherwise', 'waiting', 'caracas', 'magellan', 'finish', 'th', 'like', 'asking', 'much']",0.0,0.783,0.217,Neutral
A tres outs de la historia !! Vamos Magallanes ! Control total !,"['tres', 'outs', 'historia', 'vamos', 'magallanes', 'control', 'total']",Three outs from history !! Come on Magellan! Total control !,"['three', 'outs', 'history', 'come', 'magellan', 'total', 'control']",0.0,1.0,0.0,Neutral
Are we really  the third world ?  https://t.co/CnyPrMElcc,"['are', 'we', 'really', 'the', 'third', 'world']",Are we really  the third world ?  https://t.co/CnyPrMElcc,"['really', 'third', 'world']",0.0,1.0,0.0,Neutral
@bnc_corporativo  tiene por mucho hoy por hoy el e-banking más confiable y rápido del mercado!! Pese a las adversidades es una  muestra de que las cosas se pueden hacer bien !,"['bnc', 'corporativo', 'hoy', 'hoy', 'banking', 'confiable', 'rápido', 'mercado', 'pese', 'adversidades', 'muestra', 'cosas', 'pueden', 'hacer', 'bien']","@bnc_corporativo has by far the most reliable and fastest e-banking on the market today !! Despite adversity, it is a sign that things can be done well!","['bnc', 'corporativo', 'far', 'reliable', 'fastest', 'banking', 'market', 'today', 'despite', 'adversity', 'sign', 'things', 'done', 'well']",0.0,0.73,0.27,Neutral
#LVBPxMTV que difícil la selección de la mejor jugada hoy,"['lvbpxmtv', 'difícil', 'selección', 'mejor', 'jugada', 'hoy']",#LVBPxMTV how difficult the selection of the best play today,"['lvbpxmtv', 'difficult', 'selection', 'best', 'play', 'today']",0.207,0.248,0.545,Positivo
"@Banesco estimados creo hay un error de funcionamiento en la página, seleccionó la cuenta del directorio y no trae los datos al formulario.","['banesco', 'estimados', 'creo', 'error', 'funcionamiento', 'página', 'seleccionó', 'cuenta', 'directorio', 'trae', 'datos', 'formulario']","@Banesco Dear I think there is a malfunction on the page, you selected the account from the directory and it does not bring the data to the form.","['banesco', 'dear', 'think', 'malfunction', 'page', 'selected', 'account', 'directory', 'bring', 'data', 'form']",0.0,0.794,0.206,Neutral
"#LVBPxMTV Excelente transmisión, Damaso tiene una memoria prodigiosa. Saben si @deolisguerra se incorporará al Magallanes?","['lvbpxmtv', 'excelente', 'transmisión', 'damaso', 'memoria', 'prodigiosa', 'saben', 'si', 'deolisguerra', 'incorporará', 'magallanes']","#LVBPxMTV Excellent transmission, Damaso has a prodigious memory. Do you know if @deolisguerra will join Magallanes?","['lvbpxmtv', 'excellent', 'transmission', 'damaso', 'prodigious', 'memory', 'know', 'deolisguerra', 'join', 'magallanes']",0.0,0.576,0.424,Neutral
@Magallanes_bbc  donde puedo comprar las entradas para el juego de mañana? Estoy residenciado fuera de valencia,"['magallanes', 'bbc', 'puedo', 'comprar', 'entradas', 'juego', 'mañana', 'residenciado', 'valencia']",@Magallanes_bbc where can I buy tickets for tomorrow's game? I am living outside of Valencia,"['magallanes', 'bbc', 'buy', 'tickets', 'tomorrow', 'game', 'living', 'outside', 'valencia']",0.0,1.0,0.0,Neutral
@JB17Official Yes we did !,"['jb', 'official', 'yes', 'we', 'did']",@JB17Official Yes we did !,"['jb', 'official', 'yes']",0.0,0.426,0.574,Positivo
Jaaaaaaaaaa!!!!  https://t.co/gDY9HS9RKk,['jaaaaaaaaaa'],Jaaaaaaaaaaa!!!! https://t.co/gDY9HS9RKk,['jaaaaaaaaaaa'],0.0,1.0,0.0,Neutral
Prefiero a los chinos y a los rusos que a cualquier sindicato venezolano!! Tienen lo que merecen ! Cosechan lo que siembran !  https://t.co/IXWpWnuUXD,"['prefiero', 'chinos', 'rusos', 'cualquier', 'sindicato', 'venezolano', 'merecen', 'cosechan', 'siembran']",I prefer the Chinese and the Russians than any Venezuelan union !! They have what they deserve! They reap what they sow! https://t.co/IXWpWnuUXD,"['prefer', 'chinese', 'russians', 'venezuelan', 'union', 'deserve', 'reap', 'sow']",0.0,1.0,0.0,Neutral
@SARUMAN1 He estado monitoreando los comentarios después del cambio de luminarias y creo este es el segundo. No solo lo malo debe decirse!,"['saruman', 'monitoreando', 'comentarios', 'después', 'cambio', 'luminarias', 'creo', 'segundo', 'solo', 'malo', 'debe', 'decirse']",@ SARUMAN1 I have been monitoring the comments after the luminaire change and I think this is the second. Not only the bad must be said!,"['saruman', 'monitoring', 'comments', 'luminaire', 'change', 'think', 'second', 'bad', 'must', 'said']",0.28,0.72,0.0,Neutral
@CaraotaDigital No vale ! déjenlo en 600 bs C'sDM,"['caraotadigital', 'vale', 'déjenlo', 'bs', 'sdm']",@CaraotaDigital Not worth it! leave it at 600 bs C'sDM,"['caraotadigital', 'worth', 'leave', 'bs', 'sdm']",0.197,0.492,0.311,Neutral
@bnc_corporativo  buenos días los mensajes de texto para la afiliación no están llegando desde ayer ! Que puedo hacer?,"['bnc', 'corporativo', 'buenos', 'días', 'mensajes', 'texto', 'afiliación', 'llegando', 'ayer', 'puedo', 'hacer']",@bnc_corporativo good morning the text messages for the affiliation are not coming since yesterday! What I can do?,"['bnc', 'corporativo', 'good', 'morning', 'text', 'messages', 'affiliation', 'coming', 'since', 'yesterday']",0.0,0.756,0.244,Neutral
@Gianfra_80 esto si es un equipo con estilo !! ja ja  https://t.co/Wpn7kln0CP,"['gianfra', 'si', 'equipo', 'estilo', 'ja', 'ja']",@ Gianfra_80 this is a stylish team !! ha ha https://t.co/Wpn7kln0CP,"['gianfra', 'stylish', 'team', 'ha', 'ha']",0.0,1.0,0.0,Neutral
@Gianfra_80  y entonces ?  https://t.co/U7o0nNG1Fd,"['gianfra', 'entonces']",@ Gianfra_80 and then? https://t.co/U7o0nNG1Fd,['gianfra'],0.0,1.0,0.0,Neutral
"@jennyoro1 Los escudos, el Sr del papagayo, el casco del cruz verde !!","['jennyoro', 'escudos', 'sr', 'papagayo', 'casco', 'cruz', 'verde']","@ jennyoro1 The shields, Mr. del parrot, the helmet of the green cross !!","['jennyoro', 'shields', 'mr', 'del', 'parrot', 'helmet', 'green', 'cross']",0.0,1.0,0.0,Neutral
"Gracias Tarek / Ernesto, me pareció ideal interrumpir el Ecuador - Venezuelal","['gracias', 'tarek', 'ernesto', 'pareció', 'ideal', 'interrumpir', 'ecuador', 'venezuelal']","Thanks Tarek / Ernesto, it seemed ideal to interrupt Ecuador - Venezuelal","['thanks', 'tarek', 'ernesto', 'seemed', 'ideal', 'interrupt', 'ecuador', 'venezuelal']",0.175,0.365,0.46,Positivo
"#FutboltotalDIRECTVVENEZUELA  este programa está bárbaro, lo recordaré por siempre, solo falta el crack @Alex_candal para que sea perfecto!","['futboltotaldirectvvenezuela', 'programa', 'bárbaro', 'recordaré', 'siempre', 'solo', 'falta', 'crack', 'alex', 'candal', 'perfecto']","#FutboltotalDIRECTVVENEZUELA this program is great, I will remember it forever, only the crack @Alex_candal is missing to make it perfect!","['futboltotaldirectvvenezuela', 'program', 'great', 'remember', 'forever', 'crack', 'alex', 'candal', 'missing', 'make', 'perfect']",0.122,0.444,0.433,Neutral
"ver la historia del fútbol suceder frente a nosotros es increíble, comentarla en #FutbolTotalDIRECTV mucho mejor !!","['ver', 'historia', 'fútbol', 'suceder', 'frente', 'increíble', 'comentarla', 'futboltotaldirectv', 'mejor']","Seeing the history of football happen in front of us is incredible, comment on it in #FutbolTotalDIRECTV much better !!","['seeing', 'history', 'football', 'happen', 'front', 'us', 'incredible', 'comment', 'futboltotaldirectv', 'much', 'better']",0.0,0.775,0.225,Neutral
#FutbolTotalDIRECTV hoy la vinotinto sub 20 nos da una bocanada de aire y ánimo para saber que si se puede ! #Garravinotinto,"['futboltotaldirectv', 'hoy', 'vinotinto', 'sub', 'da', 'bocanada', 'aire', 'ánimo', 'saber', 'si', 'puede', 'garravinotinto']",#FutbolTotalDIRECTV today the vinotinto sub 20 gives us a breath of air and encouragement to know that it can be done! #Garravinotinto,"['futboltotaldirectv', 'today', 'vinotinto', 'sub', 'gives', 'us', 'breath', 'air', 'encouragement', 'know', 'done', 'garravinotinto']",0.0,0.797,0.203,Neutral
"Como dijo @giraltpablo , programa de colección! Pura #Garravinotinto","['dijo', 'giraltpablo', 'programa', 'colección', 'pura', 'garravinotinto']","As @giraltpablo said, collection program! Pure #Garravinotinto","['giraltpablo', 'said', 'collection', 'program', 'pure', 'garravinotinto']",0.0,1.0,0.0,Neutral
"#FutboltotalDIRECTVVENEZUELA Orgullo Contar con venezolanos como Dudamel, pocas selecciones tienen un DT que les duela tanto la  camiseta","['futboltotaldirectvvenezuela', 'orgullo', 'contar', 'venezolanos', 'dudamel', 'pocas', 'selecciones', 'dt', 'duela', 'camiseta']","#FutboltotalDIRECTVVENEZUELA Pride Counting on Venezuelans like Dudamel, few teams have a DT that hurts their shirt so much","['futboltotaldirectvvenezuela', 'pride', 'counting', 'venezuelans', 'like', 'dudamel', 'teams', 'dt', 'hurts', 'shirt', 'much']",0.194,0.5,0.306,Neutral
#FutboltotalDIRECTVVENEZUELA  Vargas subiste como 15 puntos con tu apreciación por la sub 20 de Venezuela !,"['futboltotaldirectvvenezuela', 'vargas', 'subiste', 'puntos', 'apreciación', 'sub', 'venezuela']",#FutboltotalDIRECTVVENEZUELA Vargas raised about 15 points with your appreciation for the sub 20 of Venezuela!,"['futboltotaldirectvvenezuela', 'vargas', 'raised', 'points', 'appreciation', 'sub', 'venezuela']",0.0,0.645,0.355,Neutral
#futboltotaldirectvvenezuela gracias Pablo sentidas palabras! Honra al vencido y gloria al vencedor ! gracias sub20 un bálsamo al alma !,"['futboltotaldirectvvenezuela', 'gracias', 'pablo', 'palabras', 'honra', 'vencido', 'gloria', 'vencedor', 'gracias', 'sub', 'bálsamo', 'alma']",#futboltotaldirectvvenezuela thanks Pablo heartfelt words! Honor the vanquished and glory to the victor! thanks sub20 a balm to the soul!,"['futboltotaldirectvvenezuela', 'thanks', 'pablo', 'heartfelt', 'words', 'honor', 'vanquished', 'glory', 'victor', 'thanks', 'sub', 'balm', 'soul']",0.0,0.333,0.667,Positivo
@adribertorelli Viajan en busca de insumos para pacientes y también alimentos.  Uno de los fallecidos buscaba medicinas para su hermano enfermo.,"['adribertorelli', 'viajan', 'busca', 'insumos', 'pacientes', 'alimentos', 'fallecidos', 'buscaba', 'medicinas', 'hermano', 'enfermo']",@adribertorelli They travel in search of supplies for patients and also food. One of the deceased was looking for medicine for his sick brother.,"['adribertorelli', 'travel', 'search', 'supplies', 'patients', 'also', 'food', 'one', 'deceased', 'looking', 'medicine', 'sick', 'brother']",0.216,0.784,0.0,Neutral
"@adribertorelli Era la Doctora Mariana Revilla león, y otros 2 tripulantes de 6 en total.. en Venezuela no hay reseña de la noticia. Era mi sobrina.","['adribertorelli', 'doctora', 'mariana', 'revilla', 'león', 'tripulantes', 'total', 'venezuela', 'reseña', 'noticia', 'sobrina']","@adribertorelli It was Doctor Mariana Revilla León, and 2 other crew members out of 6 in total .. in Venezuela there is no review of the news. She was my niece.","['adribertorelli', 'doctor', 'mariana', 'revilla', 'león', 'crew', 'members', 'total', 'venezuela', 'review', 'news', 'niece']",0.0,1.0,0.0,Neutral
@itpprojects @cjaimesb Que caos la información el ciudadano mantiene que confía en la fuente y el Twitt es de el,"['itpprojects', 'cjaimesb', 'caos', 'información', 'ciudadano', 'mantiene', 'confía', 'fuente', 'twitt']",@itpprojects @cjaimesb That chaos the information the citizen maintains that he trusts the source and the Twitt is his,"['itpprojects', 'cjaimesb', 'chaos', 'information', 'citizen', 'maintains', 'trusts', 'source', 'twitt']",0.268,0.507,0.225,Neutral
@itpprojects @cjaimesb confirmó que la cuenta fue hackeada ! ( gracias a dios),"['itpprojects', 'cjaimesb', 'confirmó', 'cuenta', 'hackeada', 'gracias', 'dios']",@itpprojects @cjaimesb confirmed that the account was hacked! ( Thanks god),"['itpprojects', 'cjaimesb', 'confirmed', 'account', 'hacked', 'thanks', 'god']",0.231,0.342,0.427,Positivo
"@FCBayernES @R13_official @philipplahm Porque faltando 20 minutos y ganando por 4 goles ( seguro 5 ), titulándose ,Ancelotti saca a Lahm que se está retirando ! que desconexión ..","['fcbayernes', 'official', 'philipplahm', 'faltando', 'minutos', 'ganando', 'goles', 'seguro', 'titulándose', 'ancelotti', 'saca', 'lahm', 'retirando', 'desconexión']","@FCBayernES @ R13_official @philipplahm Because with 20 minutes remaining and winning by 4 goals (sure 5), qualifying, Ancelotti takes Lahm out who is retiring! what a disconnection ..","['fcbayernes', 'official', 'philipplahm', 'minutes', 'remaining', 'winning', 'goals', 'sure', 'qualifying', 'ancelotti', 'takes', 'lahm', 'retiring', 'disconnection']",0.0,0.678,0.322,Neutral
"Porque faltando 20 minutos y ganando por 4 goles ( seguro 5 ), titulándose ,Ancelotti saca a Lahm que se está retirando ! que desconexión ..","['faltando', 'minutos', 'ganando', 'goles', 'seguro', 'titulándose', 'ancelotti', 'saca', 'lahm', 'retirando', 'desconexión']","Because with 20 minutes to go and winning by 4 goals (sure 5), qualifying, Ancelotti brings out Lahm who is retiring! what a disconnection ..","['minutes', 'go', 'winning', 'goals', 'sure', 'qualifying', 'ancelotti', 'brings', 'lahm', 'retiring', 'disconnection']",0.0,0.612,0.388,Neutral
#BundesligaxFOX  hoy no alinea Vidal?,"['bundesligaxfox', 'hoy', 'alinea', 'vidal']",#BundesligaxFOX today does not line up Vidal?,"['bundesligaxfox', 'today', 'line', 'vidal']",0.0,1.0,0.0,Neutral
"@giraltpablo @11Upon Clase de monstruos Messi, @FCBarcelona_es y @giraltpablo... como no emocionarse con una jugada así y una narración cómo está!! grandes","['giraltpablo', 'upon', 'clase', 'monstruos', 'messi', 'fcbarcelona', 'giraltpablo', 'emocionarse', 'jugada', 'así', 'narración', 'cómo', 'grandes']","@giraltpablo @ 11Upon Class of monsters Messi, @FCBarcelona_es and @giraltpablo ... how not to get excited with such a play and a narration how it is !! large","['giraltpablo', 'upon', 'class', 'monsters', 'messi', 'fcbarcelona', 'es', 'giraltpablo', 'get', 'excited', 'play', 'narration', 'large']",0.0,0.696,0.304,Neutral
"@a_valduz @CaraotaDigital  totalmente , recuerdo que no podias comprar un vehículo, pero  los del sindicato vendian los cupos ! Ahora chupen","['valduz', 'caraotadigital', 'totalmente', 'recuerdo', 'podias', 'comprar', 'vehículo', 'sindicato', 'vendian', 'cupos', 'ahora', 'chupen']","@a_valduz @CaraotaDigital totally, I remember that you could not buy a vehicle, but the union sold the quotas! Now suck","['valduz', 'caraotadigital', 'totally', 'remember', 'could', 'buy', 'vehicle', 'union', 'sold', 'quotas', 'suck']",0.225,0.775,0.0,Neutral
#FUTBOLTOTALDIRECTVMESSI  el mejor del mundo solo eso,"['futboltotaldirectvmessi', 'mejor', 'mundo', 'solo']",#FUTBOLTOTALDIRECTVMESSI the best in the world just that,"['futboltotaldirectvmessi', 'best', 'world']",0.0,0.323,0.677,Positivo
"@CaraotaDigital Existe tal cosa como maximizar la muerte de alguien? ..., por favor ni uno solo debió morir !","['caraotadigital', 'existe', 'tal', 'cosa', 'maximizar', 'muerte', 'alguien', 'favor', 'solo', 'debió', 'morir']","@CaraotaDigital Is there such a thing as maximizing someone's death? ..., please, not a single one should have died!","['caraotadigital', 'thing', 'maximizing', 'someone', 'death', 'please', 'single', 'one', 'died']",0.475,0.38,0.146,Negativo
"@CaraotaDigital Tranqui trump, Maduro está en 80% y sigue mandando","['caraotadigital', 'tranqui', 'trump', 'maduro', 'sigue', 'mandando']","@CaraotaDigital Tranqui trump, Maduro is at 80% and continues to command","['caraotadigital', 'tranqui', 'trump', 'maduro', 'continues', 'command']",0.0,1.0,0.0,Neutral
